,idio_capm_12m,idio_capm_1m,idio_capm_1y,idio_capm_2y,idio_capm_3m,idio_capm_3y,idio_capm_5y,idio_capm_6m,idio_ff_12m,idio_ff_1m,idio_ff_1y,idio_ff_2y
1,2.4182045744802765,6.591115344397763,,,3.7943804118027127,,,3.2512955821655654,2.323303173706027,3.561302527654621,,
2,1.9562107912376856,5.885855832114675,9.823952215400704,7.438424149573271,3.1799918317759883,9.255941763514294,6.79348648081846,2.6171869296200136,1.8203866330864984,5.270529120445367,7.101624332910262,7.081214547512742
4,,,7.8535884381148575,5.964508613456285,,6.0106236415266965,4.890322075998333,,,,3.60299930724222,4.275026372395974
5,2.515748388246111,9.169738626685204,9.692545079956364,6.7380877741136755,6.17807253038227,7.0293342859169,5.256732013887217,3.9283908461296115,2.489744887619421,7.930756723671644,8.33651025631304,6.5818863659187095
6,2.3698001720323165,7.026837107240107,9.524259947082337,6.866688697481015,4.108493799987538,6.961979059242031,5.490159657394869,3.117367632412789,2.365653538141672,6.866920930541418,6.27702567081792,6.359603203261548
7,2.300562704334036,4.309503847665094,7.067742773009642,8.11379328971217,3.158146928780972,8.281250142712635,6.668391238050281,2.7326439456738623,2.2487415922582352,3.581508786151392,6.64961190212201,7.673115107321543
8,2.122999141022736,10.538879688522963,9.100193455737081,6.885070840657568,4.506037674045707,5.7411563015928575,5.1762591765694586,2.999489435104503,2.0062305917477343,8.786253418861827,9.067007914982801,6.804955863486495
9,2.6599725014130216,6.509539601669209,14.30422609795228,11.256229484644745,4.184085111889357,8.453025719576447,5.623824553307951,3.4238215997135013,2.656547160561555,6.306410747635495,13.839829250415995,11.239284427139383
10,2.265240559729353,5.2820426986679685,7.92324289849215,11.53658377455368,4.188205512197088,9.711231891098057,6.933540954876852,3.0740608872769704,2.2108314709209544,5.164070695518519,6.236928325402382,10.235932737864166
11,3.6454928665152138,9.571865166407065,13.633440073012045,9.38820171899232,,7.069527442603111,4.97535484183643,,3.5463710005358164,9.040552082432097,11.724518918826428,8.672628739419759
12,2.6483416007776657,6.658719739946713,15.800813167626329,9.090326194532345,4.060827170772994,7.328594656030744,6.1709289820926845,3.0693625825064625,2.583874022528732,4.832973623852097,9.856267605860694,8.127748392144701
14,2.9358282356950514,7.243254583537165,11.246753763993919,10.64894539860708,5.750939112710316,9.223225001721913,5.9983622412742434,3.84082358371272,2.9314451983585386,6.821721766507722,8.952294185096811,8.769221257434761
16,2.08743708371994,8.805659620708582,11.450140369785357,8.318783348621432,5.720213371353228,6.2210696610846945,4.2585770011927,3.0808641784591764,1.948418170162616,7.418009604957285,8.86189269492527,8.149308780634058
17,,,,,,,4.922493301982661,,,,,
18,2.2848664740757387,4.953265564147107,6.732143661949315,7.156324781730072,3.4725859285916663,6.499691340380522,5.239993116947669,3.3507572523173277,2.2465337359466373,4.877574974433712,6.4249948625086555,6.560834186625116
19,2.516711496303632,9.652217786774557,7.6580018869868605,6.660582591047144,6.228166062474518,10.838477825865024,6.789515847103107,3.6939306250263817,2.4046998443513488,9.491101310530489,6.059983555635861,6.155163833804475
20,3.1364819467500347,9.9797527775928,19.2689881514627,11.61896008089232,6.943705785824697,21.52333780999301,13.160126383943012,4.582216958539669,3.119233169720331,7.259705375263588,17.650012768710248,11.311437201703546
21,2.8527218744684717,7.908332289481557,10.655098811888292,6.543118534406643,4.3483166284470265,4.9159930724967555,3.4475018635982217,3.6379752734403072,2.7970467452129197,7.27716592596533,10.251108717479088,6.201716042189845
22,1.4254163424522033,3.1615160069762385,1.9304964427522844,3.5839687255877726,2.1523945959232207,3.65954608275706,3.1475338395152743,1.9545414208831096,1.4243781808551117,2.9344724718560116,1.6787351063034817,2.8417139679747976
23,3.1027965770755683,8.151084454525751,8.393203184779425,5.835529795117937,6.2888515840664505,5.94182135275519,4.810209355620483,4.387066960651487,3.0898063423373996,7.493689913830957,6.7410614431587375,4.853513745965754
24,2.8254659407457328,8.834471194991306,8.081115724168491,7.735240684601196,4.792130293344996,9.116333764889573,6.6436422158874775,3.92376701262926,2.741265135150582,8.672679770593206,5.147715089770472,7.619116576803037
25,3.033985245207462,8.129161056796926,14.143166838377766,8.125776912018559,5.650341349588103,9.173555087006331,6.803229001374391,4.406019063424179,2.8406477369520275,7.144671877280293,13.144619489675273,7.402326174490893
26,2.3368671506262286,8.524373193416553,7.308580894912263,5.923431693846581,5.043020270587675,5.250401028600628,4.015082396133969,3.416729884141517,2.2243617192045173,7.9938661502499775,4.735956279954822,4.354208084665804
27,1.8456168960718728,3.1368301342975884,10.699786086105954,7.410561576898861,2.150470394128469,6.0228648467744605,4.161990326034773,2.0766661234106576,1.825410281505604,2.828566546405104,9.049548255799383,6.304741716399852
28,2.2471059763764702,6.762863365207712,8.889604159146618,8.525610280604514,4.457805337678551,8.163733885243907,5.2376549313822105,3.355617532734944,2.1851869725560347,6.322889159262547,8.48832885349555,7.699241477141541
29,2.8099104223247275,5.797891403136222,22.323139193106584,11.917642892055795,7.852442127676366,8.604911944200845,5.907208869974612,4.526730954450042,2.7780673630644697,5.574886117005671,21.739300078801485,11.656016762733458
30,2.750156558727204,7.531764747967062,7.073303233328294,,4.900350210176301,,5.455744975585259,3.712101452263332,2.6850271288210292,6.291185331089559,5.4205046157333205,
31,2.5677745349133416,5.601522064629582,11.979708177946222,9.225369739077454,4.130450261140968,8.410758642950647,6.424472765364008,3.7110342679381714,2.547086876357775,5.048944436599652,9.601756199701962,9.054119841552893
32,2.221513596989666,6.359766056784585,8.305094001563022,6.0654068254496325,5.824011255673429,4.9447168245390065,3.5800586673041845,3.429701678726427,2.0321451204978835,4.2398822023092695,6.072873913499629,5.486537856227558
33,3.3585693016865967,7.48885623560248,13.726380717358856,8.479270327150655,6.862665993086432,7.549953472342181,5.271628433665365,4.721989410313208,3.1110966003756584,5.304854865814238,11.495675058560634,6.969490275455969
34,2.601334854470007,,8.569757974094221,11.544384477088457,,12.010852543638705,8.417313974168728,3.840977248986381,2.4919646293395665,,7.4354125689082045,10.194866661190305
35,2.624289822964786,8.204636168869788,13.73174703682743,11.803336045234342,4.4076420595021055,10.862521160353422,8.27796283768852,3.30966496813223,2.512388225255796,8.06340209919686,13.529668807643738,10.933397496665432
36,2.335823030582855,6.290920299029176,12.881985745146176,7.6038421789485025,4.474717350802745,6.626490520745716,5.342011873379821,2.9876358937420915,2.3283369179093474,4.947524879517681,11.149249805567297,7.287597354084718
37,2.3083899933938623,3.8082966276918353,7.694233988403249,4.95091317393154,5.123064200942161,5.410961635834398,3.981303109947647,3.3659904151201387,2.2466537897414884,2.806176867751905,6.86503192826424,4.772866952426071
38,,,,,,,6.9703761862515545,,,,,
