,idio_capm_12m,idio_capm_1m,idio_capm_1y,idio_capm_2y,idio_capm_3m,idio_capm_3y,idio_capm_5y,idio_capm_6m,idio_ff_12m,idio_ff_1m,idio_ff_1y,idio_ff_2y
1,1.0642237451459633,3.2544386376386325,,,1.8182643777359029,,,1.462996730542822,0.9803192185097439,3.068311969457639,,
2,1.408724694468785,5.9816280609826284,5.2912511172677,4.001851755733717,2.5621250318565223,3.5276428758042497,3.70390662558112,2.160774758895609,1.2847891512857983,4.699357254749404,3.821391502026678,3.1906830713968573
4,2.0532257520832555,3.5817858084148804,3.906204854360688,3.648999678571595,2.1381908649454133,3.26595682210488,3.1065330677650804,3.203133850881518,1.9511616084019563,3.262899115032884,3.318830813901851,3.005796603795863
5,,9.073533758736602,,,3.7764695389162974,3.5687538466034314,3.6845556198323886,2.8148766061422066,,8.889466861208126,,
6,2.130717862077665,8.265601436740459,5.14100438296787,3.486278407265613,3.490626156088615,6.323860381378758,4.806000408115297,2.2274206389081224,2.1079363490580163,8.215550996805929,4.7603383145595055,3.0943457666685035
7,2.885891530705802,7.21802964761248,15.327650630888677,8.439458955520998,4.789349624108897,6.17983890373437,4.950389169062295,3.8255117684088376,2.828097767504314,6.492880299044873,12.10324212058254,7.742779724584468
8,2.347260467660554,3.863233481153385,11.478363010318766,7.606006115113777,2.6550980636402084,6.430553651957028,4.740643308053035,2.7814319333244617,2.179494390954231,3.8549621422144003,7.317280007598254,5.8640985061598165
9,2.0909894423694007,2.665617508183208,7.9530761294530015,6.9559419271344005,2.093506412878744,5.787429812541872,5.716114357376009,2.4971555525812503,2.042171930340341,2.5879888464468093,7.0302236209016105,6.613689050874194
10,,,,,5.162523087905394,,7.36161802089315,,,,,
11,2.5602570536623235,6.71112951668982,7.685911193475662,6.7480760306424745,3.46791885863386,6.374258945702803,5.398043605891184,2.7369294055675413,2.451468447105836,6.317939661880628,6.036053759867504,6.361218874013899
12,1.294619658973296,4.030232827979979,4.288403562978093,4.020218537087392,2.2347877686893067,4.596142968246814,4.596142388762543,1.7024368159417511,1.2942246574049998,3.983141883355041,3.5415289157722825,3.951096027915364
14,3.39171444444796,8.762585237836063,18.22395152317761,9.59828184480069,4.243910265484971,7.466579862404304,6.304674544952973,4.289087322828629,3.2479563965198905,7.391220122789543,17.112495745662912,9.207989384477443
16,1.3816519849639466,2.6348850575956133,5.741204910202148,3.715122075026142,1.6306426215375969,3.627347604652527,4.1549085071632925,1.5560417319540514,1.3089714320145829,2.6207728052644668,3.8887948424548964,3.2417169483691524
17,2.554855324374196,,14.505698280763125,8.52272269464487,,23.149463807273488,17.931497559840317,,2.4584095163990023,,13.363759154270936,7.826843043904492
18,2.3141721770506734,3.9361324714596506,10.466217192623114,7.543363649201717,2.892938388258763,5.749620261156676,4.5228384783860465,3.317283463499104,2.1940571427595965,3.719770469590012,9.173431506807766,6.708858960973222
