,beta_12m,beta_1m
1,0.5983686156621941,0.53076026959693
2,0.5915352926501359,0.32602582936353075
4,1.0265710069986371,1.0095586009458517
5,,1.288000065330769
6,1.1271623144612508,1.188539645093051
8,,1.2777215549653596
9,0.9756219053566546,0.8378165975992021
10,,1.1585166659820805
11,1.0062780754802876,1.0236275209560453
12,0.9325576360557444,0.9721678880069342
14,1.2303464194024278,1.2223898419816597
17,1.10398584793117,1.3331805774537269
18,1.1153460159689037,1.3446451344935857
19,1.1409243846246755,1.2942890409799357
20,,0.9917184388329356
21,1.2617291823231214,1.2956050308713905
23,,1.4595833892256695
25,1.0364118670060547,0.8676061284969596
26,1.1934024241301495,1.3554690369428817
27,1.2978489639841493,1.244784703338059
28,0.8999473159364648,0.9247394838200548
29,1.1610053986478528,1.225670709626406
30,1.0120214763592426,1.0337874198245132
31,1.0508094179409366,1.1082528543446313
32,,1.357046670691669
35,,1.0955280566259498
36,1.1504840471661981,1.1811350552681543
37,1.2693556098756655,1.3394237167910106
38,,0.992515327428118
39,1.054684995298755,1.0624232356729042
40,0.8720555269527659,
42,1.0305148693756847,1.0437887199923466
43,1.2147554795217048,1.3712943823640271
45,1.1709025095423844,1.3218976311961137
46,1.0175089209351411,0.8850367204257692
48,0.912574906369244,1.1995052326084217
49,0.8738401143560034,0.9307659454884678
50,1.1698983907481366,1.2235833112568062
55,1.1748288625478445,1.2333149355050563
56,1.1305301009984448,1.1778088291428055
58,1.1023441513466299,1.3679946606496347
59,0.7314853186910698,0.6068587424629761
60,1.2648271856977271,1.2323522306046892
61,1.0624442449353386,0.8491122549395057
62,,1.3054929150990109
63,1.0306000394771244,1.1100048041987298
65,1.2651740355811492,1.2674082687583297
68,,0.5639391503649733
69,0.9765695598097056,0.9557325879591222
70,,1.4256577626588414
78,1.2214610221766555,1.108294800492799
88,1.015392227511165,0.9854801476153844
89,1.161038474824676,1.1181262077517156
90,1.227089865199842,1.2341082599433049
96,1.3005968800325838,1.3421416227769467
99,1.1899146520187898,1.2030131892894942
100,0.9984077714595384,0.9568960283636784
151,1.1299944054852256,1.2427152410241753
153,1.2732257515386114,1.0902564777041122
155,0.5999927388447654,0.6615113171949176
156,1.1049797323822772,1.1671533431262475
157,1.0685731930349749,0.9342725355079772
158,1.291695589353183,1.3546029542099252
159,1.2548800537416582,1.2986322087923154
166,,0.8389976747029858
301,1.1991038921852253,1.1869419129635197
333,0.6819315444395697,0.5544163573077953
338,1.058703231376294,1.0046134726136406
400,1.0129662393962522,0.9998448795521018
401,1.1173885073253542,1.0191565545782042
402,0.9640639959517718,0.7937733531344283
404,1.1240009545482512,1.1649338937377158
407,1.1049921798642677,1.1773219755750963
408,,1.2808247867430562
409,1.1254738572156249,1.340475518565901
410,1.2211580423973054,1.0889259628618402
411,,1.3706424871466678
413,,0.8718465491212218
415,,0.9470104196108248
417,1.1222598866423072,1.2081375162266923
418,0.7360530855982813,0.4010394225478264
419,1.2517728495994689,1.1382690829352553
420,1.0963972121129852,1.1465697771751768
421,0.9772151037971116,0.6732956277857729
422,1.0608173715509055,0.9715346816681116
423,0.8692402017178866,0.7717773466738798
425,0.8763220532998888,0.36343528156598254
428,1.2277146965041237,1.3477149891262925
429,,1.1511587855562029
430,1.029873622707007,1.0812315395592869
488,1.0367907883042191,1.0284259413283892
498,,1.1710432449535089
501,0.9469023668296588,0.8718801550923797
503,,1.1478769028522542
504,,0.7285126313237249
