,beta_12m,beta_1m
1,0.5733511759877465,0.6599918843685251
2,,1.190541852959973
5,1.2836136187509133,1.2181017766849158
6,1.1971718868617869,-0.4824734706565463
7,,-0.4399635109052344
8,0.9817314458966724,0.26413710312170857
9,1.3851526088424788,1.8477590279389084
10,1.2417455133795667,0.9131764982675028
11,1.231252159267762,0.5269178720447526
12,1.2388389137964235,1.4699006207959049
14,1.2352913053290049,0.6738259754306191
16,1.3635207712782798,1.1661376074364451
17,1.3176653433463614,1.084601982243378
18,1.3746616924123507,1.5571888331321255
19,1.132048168406356,0.6405043603824938
20,0.9415995402293365,0.9451824665336136
21,1.28287018463334,2.1119463406740304
22,1.1384705766425052,0.6541889544392222
23,,1.24026115436649
25,0.7486863208825845,0.7561486561245726
26,1.3246096129269889,1.5206516183608485
27,1.0770223809818376,0.8555815928652168
28,,0.7059584831355701
29,1.131709654562432,
30,1.1003918243248676,1.6398041656760032
31,1.258174934580942,1.348673256579775
32,1.2266538232118998,1.1396639094582182
34,,0.9085124536629768
36,1.0488972356266617,0.9298358963768322
38,,1.812220402781032
39,1.070988428558595,0.5943281350346928
40,1.0260371405159878,1.016420260175041
42,1.0396432761429633,0.5843909570110588
45,1.2981447666091641,
46,0.8472363998288648,0.9128583840377774
48,0.9098588804031288,0.4726755865428327
49,1.2767231328515312,1.9705378257071784
50,1.3867177636823604,
55,1.1054110538060635,1.9488146725795776
56,0.9590900420833812,1.1578128554934686
58,,2.30687486972356
59,0.8219465174795293,1.6005413814834106
60,1.3714622383475328,1.5663969191705256
61,1.0024017257777895,0.7558572274518292
62,1.4883664493973487,1.5367099546390102
63,0.9877140140255648,0.9970632856005732
65,,0.2280813428810164
66,,1.5500833901103526
68,0.8678639699524628,1.7649479164344166
69,0.9565874744843618,1.0632757992712836
70,1.2092091473811686,1.961383806411916
78,1.3454785844123145,1.1995790149267118
88,1.01922414052001,1.065829478692596
89,0.8383606590075301,0.6049380797690553
90,1.1771297385637869,-0.2746995965159483
96,1.1632914048002083,1.8683939010601016
99,1.3013331919646478,1.5556977580735618
100,0.8198167602696101,
150,1.0990630086995326,1.2689677458076851
151,1.4495338932539557,1.7606446840069834
153,,1.0793591101293647
156,1.2982613830501593,1.3532076143444889
157,0.7771044614350315,0.8418183633841859
158,1.3131007459634687,0.8747357181120269
159,,1.2654508484404543
166,1.0269416448901,0.9704640150342926
301,1.1434436702582766,1.2140677702497251
333,0.7806065035462969,0.954418802986942
338,0.8504326781645926,1.28092654149873
400,1.1974072070345694,1.325401863305479
401,,1.2547493752131853
402,1.0418119924435785,1.6137609473778904
403,0.5260842555224046,0.7116390669817524
404,1.1185584235056392,1.95835127391498
408,1.2050479209937643,1.0529755047932072
410,1.4433071922513911,1.2022738769279853
411,1.2762284165808588,1.5869438391444075
413,1.1039730692937266,0.5060608681735302
415,,0.9303507936794856
416,1.2875978658973046,1.890629614703564
417,1.1998405902920308,1.6119827634088952
418,0.8025813496620772,0.8408181007972648
419,1.1851085273894522,1.309931477993623
420,1.2473329904308603,1.3355294735837986
421,1.161253953221386,1.3830043836985748
422,0.9821566203763188,1.1927316648178692
423,0.6594002987971372,1.3717804181775226
425,0.9640375572938652,0.8725771290668145
426,,1.3819704127605017
428,1.1194809135637065,1.4676119808531662
429,0.973700838360497,0.4996500781982533
430,0.947437543565573,1.0464500434773392
488,0.9180742831408985,1.3788790838132523
498,1.0291038689413936,1.3239155053982674
501,0.9320481585228324,0.5358791020095285
502,1.2637202983577267,1.7239329526146219
503,1.3138961969826664,1.1912694481920458
506,1.0061177791817033,0.9718205537814816
507,1.0966010971326172,0.6710489826420771
509,,2.8294282544397835
510,0.6754083329578782,1.0742809788163994
513,0.9800608772613658,0.9633554653832566
514,1.3602879515161392,1.4701640420429123
516,1.2922122704311816,1.7401594849997437
517,1.1948993397407643,0.9624943694444864
518,0.9273113174511156,0.43045532228757855
519,,1.836383712945353
520,,1.707437670212554
521,1.1331688213946336,1.3594113552266631
523,1.2691687196387211,1.5030598260508423
524,,0.919100698262906
525,1.1328179755259589,1.5065013268725165
526,1.0713040307459871,0.7171522124760571
528,1.0484499178521758,1.465349171640248
529,,1.6198763230177209
530,1.1404314210973585,1.1221877482454947
531,1.1036458454964349,
532,1.3257355929176986,2.040868823134139
533,1.2325088092678604,
536,1.0328645271283476,1.1160074796591102
537,,1.3442927084356744
