,beta_12m,beta_1m
1,0.9071376096999274,0.7649381909334177
2,1.1160316684538043,0.8206284538729941
4,0.4103348775561991,0.8846382190306574
5,1.06343329775996,1.1276463185892425
6,,1.310742917203756
7,,1.090485543324462
8,,0.6611109365215404
9,1.2748151899325897,1.8447570381000733
10,1.0185900585541598,0.6278174508798526
11,1.2233734689211753,1.6515316348358708
12,1.1682111164551532,1.4989647349252664
14,1.4644635834846609,1.57676085089546
16,1.2576866323458276,1.5187301817799923
17,1.0018730003532483,1.6973902124892626
18,1.1290305958614124,1.3526314517745206
19,,1.4625883944107911
20,1.2764787207112525,1.3159907813828602
21,1.29647949764145,1.5654180043486832
22,,0.9589056644148164
23,1.30806351013628,1.2213591839243196
25,0.8330773266924346,0.8658596128608967
26,1.0019748245773121,1.1468879425984224
27,0.7894688022330985,0.9295728817233866
28,0.7994068236502841,0.7744860672347459
30,0.8861915995208653,1.1684276842364123
31,,1.2060745343225974
32,1.3347935555830028,1.8834796754202143
34,,1.0881752058259089
35,,1.4376275175315838
36,1.2226242887864325,1.3102006181459829
37,1.1012134171818249,1.2823733403625128
38,,0.05550773672385912
39,1.347697202941525,1.113288387882421
40,0.6567396512870799,0.5383191399984993
42,0.39352277770318106,0.6776127828120561
43,0.8994221437811949,1.096829286775003
45,1.0996566255464426,1.2983720800753995
46,,1.3504727018564866
48,,0.17512310563717445
49,1.237813433201561,1.3372923988153975
50,1.4095742930419206,1.4927445803401305
55,1.113610574915374,1.198324086994734
56,,1.0551596903689844
58,1.1264407589274994,0.4007323199792148
59,1.1846272026808795,1.04123983108728
60,1.2781442196315385,1.0739911492638143
61,0.8841095524240309,2.0214203889267925
62,1.235411030158538,1.2008636367618746
63,1.6009446366441795,1.5046861770866944
65,1.182938664478408,1.1882343514815246
66,1.3533787830884318,1.2023086006550292
68,1.0754489398965452,1.81058549044484
69,1.0752221366719383,1.0692068913907309
70,1.3372842155037519,1.1173775245246969
78,0.8886539394573465,1.341892551409
88,1.2433685409674842,1.2467515978586208
89,0.7442188332181068,0.8110743361605309
90,1.1169546795174106,1.1701269290686622
96,0.4303132078856692,0.4041486737667794
99,1.1525404981279572,1.2495044442291858
100,1.05493659932098,1.1336414412663218
150,0.2579279572232658,1.459338998877394
151,1.3109575776283768,1.6375680052577652
153,1.1294521268836164,1.1739715555023602
155,1.2741686944474284,0.8584243394516003
156,,1.5902105477721338
157,0.7237867045418998,0.9752165837067864
158,1.332348613127853,1.82556526447624
159,1.2321337479261016,1.3931932801903335
166,0.7983642081811647,1.0333516585000873
301,0.7884011357524565,0.876873449606044
333,1.2026992711400128,1.2640482889273077
338,0.9779914036807944,0.7035930877600534
400,0.9509911992924656,1.3268881598420728
401,1.1889941187681163,0.6817607651057579
402,0.9447019538474,0.983636824417128
403,0.5481242258553589,0.5434081980643634
404,1.1126798402434996,1.1309882280500947
407,1.2636773527857397,1.4505598358072191
408,0.7948659605305313,0.7360418530257116
409,,0.5677559630646829
410,1.2309076452410732,1.0413919963047509
411,1.130085391107836,1.4989135590705371
413,1.1184533666269032,1.3566183677239727
415,,1.3109608548568064
416,1.3198624733629198,1.9311933053123915
417,1.0017583433132018,1.050306074966346
418,1.273317240623395,1.2205555907963614
419,0.9954644562056588,1.1919562032998314
420,0.8445536490342018,1.0229271436612914
421,0.9668578116496772,1.413195534421417
422,0.7622477498350647,0.9670348945836064
423,0.8530820510398743,0.973088618169634
425,1.0170143007767765,1.0554044726764216
426,,1.3302985659517133
428,1.0515062692281898,1.1106544765081503
429,0.5319067330332994,0.31860095758482354
430,0.8770474323997345,1.1129999377726003
488,1.2570926778575444,1.3628046440609682
498,1.0496699217950674,1.037321878757134
501,1.0357411858536782,0.8147417894110804
502,0.8024941357699649,1.0799967980903142
503,1.5902955656206164,1.2043511501978246
504,0.5956418285629012,0.6045957567996809
505,0.9522782797611666,1.3769199870278317
506,,0.4669067412875768
507,1.1656282192934644,0.5636776239963841
509,,0.8977364519354996
510,1.1151957925442042,1.1333438655081165
513,1.3112658019637893,1.2966239069467975
514,1.0552516268788352,0.8711211747680903
516,,1.41056333327475
517,1.0665340495955429,1.5726875054415967
518,0.9947391243019176,0.8675397571256792
519,1.0943950689486257,1.3062712450999268
520,0.9959148035794504,1.043982767580676
521,1.1165857932412648,1.6480825019783136
523,,1.4032761262217317
524,1.1493678619655308,1.3504141242025338
525,1.1314643525966936,0.7677196425930364
526,,0.8092242885098746
528,1.3009123703368035,0.8832663166697904
529,0.9435850616742748,1.017368508890904
530,1.2567848017212269,1.6233833583740214
531,1.0662253511813278,1.1064954743321516
532,1.5115927400605873,1.1607218052179875
533,1.1007331825037552,1.6038434369352397
536,1.2510617359066,1.8058539992024565
537,1.4239763407821202,1.3795334916771258
538,0.6696722527418064,
539,0.6631198757242437,1.2204486879579892
541,0.8764558624460344,1.0514022412769812
543,0.7941810306438359,0.9240017985684728
544,0.8824949868987098,1.5405568026435763
545,,1.6050664615558905
546,0.7654374957538707,1.2109959741166103
547,,1.055101349321984
548,0.9417538795966078,1.0052830029537103
550,0.8013846411861825,1.0308178391608516
551,1.1920902498140913,1.402367789154692
552,0.9607407068306302,1.1908426251326938
553,1.2056568202108413,1.1043585907420763
554,1.245617376550166,1.4752459110633998
555,1.4445843190255716,1.2465709807434644
557,1.1149537299986143,1.0793803422622
558,1.2042845944654368,0.9811236942794174
559,1.0754969420261904,2.006853253411567
560,0.7798601023094979,0.2168773877847835
561,1.1051378873857622,1.2187008743839072
563,1.048040870476506,1.3620103997574031
564,,1.6292865742654112
565,1.0145761819584238,1.495883683122981
566,,1.9199909174361425
567,1.1798501363679976,1.9232156146089097
568,1.231861966330603,1.2976030039128967
570,0.972388221251282,1.3036306549395575
571,1.173790582616649,1.922232493375887
572,1.1577766241375451,1.8245886728677088
573,0.960025010008437,0.9312955119764768
576,0.2992184434476261,0.3145835536480739
581,0.9958220680121668,0.7876433098952978
582,1.089116411477687,0.9207247396859176
584,,1.3563161426320884
585,0.9102580446009358,0.7756036036441192
586,1.224733035783018,1.0437187146222848
587,0.7971126807137605,1.3755063365270934
589,0.8943971202710019,0.9696763893412896
590,1.233758869514268,1.1530991573696452
591,0.94162386640497,1.4454104574573554
592,1.1432519289575396,1.0769861218037775
593,,1.0886197864511356
595,1.0005975564481826,1.1164975261559529
596,1.1452464933272433,1.1889903959400472
597,0.8871675704519025,0.7265141512422854
598,0.7660425889730679,0.9581277989880266
599,0.9967033210827784,1.0976971241240747
600,1.1730538576851397,1.4559829561436533
601,0.8693181170068477,1.147771665797967
603,,0.6662393035500935
605,1.2947039965408482,0.14804285378254609
606,,1.5384236423424906
607,1.1118514573686569,1.3029607040253974
608,1.0527809310610523,1.0172790128976057
609,1.2591597750379575,2.4804367901830218
610,1.0519709070090424,0.7125291336637104
611,,1.4803891564433898
612,1.1958422136389952,1.2440907947339612
613,1.1092303687007832,1.5362627694795947
615,0.984838097463938,1.0995519687076174
616,,1.3488010147021647
617,1.1075831158584888,1.2576536813680392
619,0.6913289591928073,1.1042581578113495
