,beta_12m,beta_1m
2,0.8897679034430184,0.7681917056665739
4,,0.6775931967014089
5,1.1191777834562553,0.5510576260835096
6,1.2329881244898266,1.029332747523335
7,0.8181192296353201,0.8567820344196221
8,0.8244044170407006,0.7289516336141053
9,1.2499795428431872,1.1568082763491607
11,,1.0911393147632191
12,1.226308374242644,1.048629957973085
14,1.108968683429408,0.8753349793674008
16,1.062924232596755,1.0962557325364846
17,,0.6607248214446181
18,0.8167823943306187,0.4656688651932138
19,1.1669248014349525,
20,1.1622996736010351,1.0009028341190165
21,0.8878571389747278,0.8216781919174864
22,0.9050043060421245,0.6872044579243859
23,0.8949802356721617,1.0827471193757936
24,1.1612334776654762,0.9085775874402992
25,1.0663146177735854,0.9847281428456904
26,1.0319599029035809,0.9009529871908152
27,0.9354191613306002,1.0009334608095155
28,0.7481612705593458,0.8883703994595928
29,1.1829818633274196,0.871993155567453
31,1.1465935459595284,0.6970146631261935
32,1.1646358197753377,1.4981587619383991
33,0.9760994578813136,1.0876760753492722
35,1.0182395032633598,1.0607808622918984
36,0.9948511996219096,0.9135701444344828
37,0.9102846237677142,0.7995103150474703
39,1.0414062085928677,0.8938446595427915
40,1.1233591994186538,1.1907775854880962
42,1.2616677451009533,0.8296541672917428
43,1.1456781584021452,0.8432054950227791
45,1.0183327138323994,1.3015590789674365
46,1.1949211025151458,0.8358062040481472
48,0.9457766905826284,0.9099365087305336
49,0.8695614986306037,0.5038834544461694
50,1.163441793889462,1.1522663709315035
55,1.1780642337614735,1.1691561617285946
56,0.9841419098693228,1.1967375093328665
58,1.1608445372186489,1.2639231275330567
59,1.227349603415338,1.3911392961262048
60,1.3723090146188297,1.3379445430606922
61,0.9785879966755228,1.0362913717512798
62,1.154423404374826,0.8337985439775554
63,0.7915324240748385,1.034769676110261
65,0.8435858200664423,0.3323365494308331
66,1.0348356736251791,1.3710610164224075
68,0.9891387555645821,1.016605658814724
69,1.0596679690192996,0.8491407343788184
70,1.1952257846297796,1.1798271784281666
78,0.9782307881792268,0.7109630053502486
88,0.9508828114586304,1.001995492534868
89,0.8855795587446397,0.9243008305709643
