,beta_12m,beta_1m
1,0.8268219033340305,1.001372704372389
2,0.9490230472610192,0.9362847797292132
4,,0.7789825590215771
5,1.1179733758930313,1.3266990813968629
6,1.1393194432789313,1.1657506710279306
7,0.8111814087629227,0.6900272573227293
8,0.7915288241433782,
9,1.168858267409014,1.2562880805457741
10,0.8073434031144715,
11,0.9742789363312696,1.4310069383696582
12,1.2425685653844676,1.0439189572451606
14,1.1048553168864943,1.4887342135139945
16,1.0160878336134511,1.0805349960332835
17,,0.6291990550745781
18,0.7241645251262274,0.6385160457297396
19,1.08965443680694,1.3776315629065137
20,1.0694409193984722,1.0819234235379134
21,0.9470292498458142,0.9820891114757248
22,0.919634910509172,0.8530611551935992
23,0.8433665976400326,0.8709259806621407
24,1.1049622651019362,1.317012482235055
25,0.9604203809329788,0.7943203912990113
26,0.9679763495376268,0.9643345575084006
27,0.9408625563613172,0.8934767662006142
28,0.6106701060582287,0.5928923593605054
29,1.1269673957031885,1.4834041708392498
30,0.7865868666196147,0.5706631611559785
31,1.1899987604563815,1.1110376488361164
32,1.0932560919538503,1.1830506825985123
33,0.9836593677603434,0.9591032617431624
35,0.8294165631748628,0.7703550318036232
36,0.8467485524414298,0.7352836492354354
37,0.8983551959490392,0.632290574407294
39,1.1727935097658424,0.620685812358188
40,1.0136881656564696,1.1385336519076201
42,1.2360505508436046,1.3183931417291124
43,1.1290954001223945,1.1557495489569067
45,0.9399805068649366,0.5536098759400511
46,1.2130508098553905,1.1772636671854009
48,0.8758053609659823,0.8693445490671488
49,0.9764177007535632,0.8086253827921458
50,1.2504403474387913,0.7980486085186963
55,1.1143450192273332,1.2676002445004182
56,0.9573687305412792,1.0664226029422168
58,1.0278546695618784,1.3097573677542909
59,1.134276580482271,0.8829840334404351
60,1.3973526716902422,1.240260639945896
61,1.0049831743428967,0.6345877573974826
62,1.1743031122407401,1.1076476296817441
63,0.6568830337851944,0.8468165836403554
65,1.0248117618996744,0.8159056098159835
66,0.8849631380510126,0.8960913978341174
68,0.7358352386240266,0.6809829338728337
69,1.059504668771632,1.1528348405056112
70,1.1917793241911785,1.2471829637870888
78,0.8615247970888144,1.2348206321568764
88,1.0258118360130553,0.9090868434559174
89,0.8804436863931949,0.9443424409613492
90,1.0065081405005687,1.3301043442930562
96,1.141101821631405,1.3793347180566315
99,1.084205100395493,1.3216444795762288
100,0.9879652930144132,1.1240741589173149
150,1.1818880421335216,1.0934406225612854
151,1.2283533621608145,1.5783252794286349
153,1.0516370722795216,1.1595110763397394
155,1.0918086484460383,1.1076222333009442
157,1.0598258986996254,1.1475661248119329
158,1.1671809648230451,1.2158745535843936
159,1.4909803425897588,1.3433346565812347
301,1.1400376504350267,1.3877002836100052
338,0.9053924219871536,0.8376174917888219
400,0.8517344796744897,1.1151126871065498
401,1.0066702075479237,
402,1.0282506072668287,0.8158864034118257
404,1.1359369263785304,1.3140113580624493
407,1.1802606279394672,1.2518592976894474
408,0.6209161676521587,0.7076144235475681
409,0.6835769309769429,0.2024237223180475
410,1.1200512229726556,1.1032216853707544
411,1.0804929366879903,0.9249416207427579
413,0.8980728414473969,0.9882369324750826
416,1.076987469459649,1.2311360815938357
417,0.9615680903272068,0.8134607119444695
418,0.653192006700535,0.8544223166943727
419,1.0487475111319056,1.182978240917961
420,1.130118832468615,1.1691584710169534
421,1.1603491305977227,1.3555061850471646
422,1.0503981934144024,1.0383804627547841
423,0.6708917929320677,0.6188852671616797
425,0.9730007237108312,1.1099951629964528
426,1.093176197037772,0.9774004039518872
428,1.0810344466242714,1.1123620573065796
429,0.8631553474371823,0.8962361353524105
430,0.6825050234496293,0.548265763595231
488,1.066462413965913,1.0593438792102683
501,0.8408273065846987,0.6945826471731005
502,1.1463533534242707,1.0571180000367777
503,1.129842811995602,1.6650880446653888
504,0.9774906298208712,0.3018208928459317
505,0.9556328876462492,1.1005534921539712
506,0.7560535002098636,1.1616128886146662
507,1.0511670390905563,1.0920772158687315
509,0.7986250391943086,0.6274919551900987
510,1.0859419829053305,1.1002632388060882
511,1.091641606657234,1.1342700440094364
513,0.6726375062890966,1.015984858218733
