,beta_12m,beta_1m
1,0.3558061963919213,-0.6483215650784014
2,0.6128239445766721,-0.3375184704412704
4,,0.6858513966094733
5,1.2599534213098926,2.0044552110929366
6,1.2833607191810623,
8,0.8700976058866214,0.15512156496831425
9,1.5527570653658098,2.5616364998272596
10,1.5839291951919252,1.3126447362830589
11,1.400715243671943,2.460903062162914
12,1.5363898110125298,1.4031530408241537
14,0.8724068802286179,1.2875772099316047
16,1.2197671177964429,1.6796720394789495
17,1.6841797062860444,0.9764272919332408
18,1.494849766419058,1.41081416842426
20,,1.1741558075661107
21,1.3807106185559366,2.650187235194176
22,1.7265314351123158,2.286781382542502
23,1.6340593155934175,1.5405818028615426
25,1.1018176984886499,0.5664401343965927
26,1.6169076205767667,2.0032417150162174
27,1.0330523805874308,0.9182903121910748
28,0.5236398533521192,0.4965439413483928
30,1.1937520702948077,1.2021665262581154
32,,2.394640713263524
36,1.1764699760458899,3.0914385635579613
37,1.1219556059164704,1.6387198978985509
39,1.5065430853411386,1.9606201721608296
40,1.3536923021170837,1.6474649758594773
42,,0.9096346602528368
43,1.5577438412042155,1.3839863565776889
45,2.130869111294904,2.859776836048228
46,0.8035755647203471,0.9951900967046224
48,,0.6646045017848794
49,1.1407390915784583,1.1407425091291377
50,,3.225715029990965
55,1.2578183156720777,1.9703985322719881
56,0.7566256044156247,1.7924075011383485
58,1.5697806089422008,2.5104891206182356
59,1.5327500194328012,1.2608717569608183
60,1.7202242712988625,1.5883142233430698
61,,1.34475955134433
62,1.2389605820002458,1.7400806806974514
63,1.277835480893723,1.1579310603723645
65,1.7672042541089117,1.1605307452805227
66,1.3569871937413645,2.019502039795821
68,1.4004599424246236,1.9094023065729901
69,0.9110274324500596,1.1327143742097805
70,1.1757113246716713,1.8278567971080888
78,0.8598368396696651,2.0147870075969867
88,1.63936917349489,2.068144350132104
89,0.8754845684011674,0.4653101831385492
90,1.4185222373445003,1.7313917086788924
96,1.203795264230156,1.5501179870806738
100,,0.9517164755994438
150,0.7401548250221865,-0.031496175826960585
151,1.4746549282237431,2.0723143891519027
153,,2.1149038013234
156,1.047362652538526,1.4580959597005645
157,1.0444953448852972,1.6984105079901122
158,1.5863891961672731,1.8432426420277528
159,1.5501483622338934,2.2424183033222285
166,1.006859533938624,1.1004785296301636
301,,3.1209896008688465
333,0.8059040252218481,0.5608076115144793
338,1.2387418068119755,1.3041287256921068
400,1.2964041697511837,1.5143808793845923
401,1.7263411260781492,2.148037417025228
402,1.261189453062281,1.3658627365523452
403,,0.17223284047337115
404,1.7006700784624151,2.32344902431488
407,1.4908494502959424,1.1002867226925188
408,0.9689468401630628,1.7178960831504797
409,1.3420141809837562,2.226988701411876
410,1.449833287273255,
411,0.9637287276859816,1.083242826385933
413,1.6507158207883823,2.1904490923701285
415,1.2034256219349084,1.5769343037981018
416,1.3843716559340793,0.4468488883026891
417,1.1568202383218376,0.8780032135183874
418,0.5030944698696938,1.1857328457209024
419,1.5350880229045112,1.5943996051572205
420,1.283416039112782,1.9015374585021536
421,1.3045361653540797,1.6896506038308805
422,1.2473979265337976,3.578304315685143
423,0.6160382473577203,-0.4025931145183385
425,1.3823749075419072,1.3761627708849993
426,1.5768690232971612,1.858489949407568
428,1.06259166397905,1.4550257097495285
429,0.9590292943365656,1.101413264594196
430,1.1723444182043985,1.088609982651368
488,1.4267683353001832,1.085021742023507
498,1.4297983721581762,1.8007215776684349
501,1.0178268925037952,1.1153510571842629
502,1.442533095543029,2.028123661061497
505,0.7770590763549579,3.99749629406176
507,1.8593902812549998,1.95427828033299
510,1.7477818612705414,2.3790055977871782
513,0.6384789803922479,1.7740732394286096
514,1.2176475315668216,1.9387571672593
516,,0.6845992488996876
517,1.0902704384558883,1.7814973095080695
518,1.3202857103514556,1.18243935605329
519,1.4619579853995943,1.840417480581167
520,1.4317169689098836,1.2255396343713405
521,1.4502348969852812,1.5384319211842437
523,1.1934627281062549,1.6704094350379337
524,1.4650722981277644,1.6783895966279374
525,1.3296252479737831,1.4030384225473844
528,1.4933818490244821,1.402106227119449
529,1.1877032731161652,1.9553225137676928
530,1.103283069837654,1.4944057178760333
531,,-1.1178092231896881
532,1.5502250573237983,1.99123217485774
533,0.2732606956655697,-0.31717521052876346
534,0.8646899260108976,0.0570819116697889
536,1.222844861517002,1.4664486155767582
537,1.686301688297528,1.5934311169043889
538,0.3828940311161795,-1.5690341379931283
539,0.6598310247812225,0.6740512469620792
541,1.0479582521856905,1.458601817020835
543,0.9161433834460768,0.9933548060730076
544,1.1017985919488835,2.718622022723016
545,1.6084188358475353,2.107534197084618
546,1.630212206289133,-0.040424257718477664
547,,0.9168845564833265
548,1.6483773589989417,2.4846623101299317
550,0.9878768240708148,2.2037953900431635
551,1.7857657930900108,2.6436163845961107
552,1.3046129807358129,1.8020714219271248
553,1.6603827384664238,-0.4127385312621712
554,1.5477097160279434,2.1151509617529585
557,,1.838139783522705
558,,2.416008253242017
559,1.1459295011697286,2.803032401869925
560,,3.198433317005319
561,1.7373368493269268,2.108858379106206
