,beta_12m,beta_1m
1,0.7346934372086291,0.9326550123147176
2,0.8657029934511333,1.2400502589339424
4,0.6548018585139618,-0.19249765089716392
5,0.9974382404453132,1.0745109213285309
6,,1.4976355650782889
7,,0.03822288813929337
8,0.5148744502160609,
9,1.4743801988026977,0.7908181724271617
10,1.4726713399646494,1.3502721752750844
11,1.4123763178670483,1.035335000275142
12,1.3496303057997407,1.0673524030149124
14,1.2531451510365064,1.6855072944230742
16,1.411757735141916,0.8299707146048303
17,0.9016575084808052,0.696940513965568
18,1.2420359460961476,0.2306546806722545
19,,0.7261786525331955
20,,1.417060523378314
21,1.5808833910511004,1.7305815730339118
23,1.4954800621331847,1.978513818334601
25,0.938071856694156,-0.0989264180675509
26,0.9948571405333136,1.0404929466357609
27,0.7965616198459518,0.8270801981511835
28,0.8441885977471428,0.9051813887406084
30,0.9630993686130508,0.5747119162491645
32,,1.7559281480181903
36,1.3412870011229958,1.3934070374718932
37,1.2435305417890679,0.7371199159842966
39,1.6280927603665991,1.1160763228590245
40,1.0081533071669146,0.6594433841920736
42,0.6360460071360732,0.5849382583571747
43,0.9214698032535956,0.4431980541660423
45,1.2706569377933608,1.3307198785675327
46,,0.504138402004292
48,0.29266472077053163,0.34154517916452104
49,1.1892045465566987,1.269611500558956
50,1.7493111451246188,1.7012130444271922
55,1.4155374263313172,1.005661138799078
56,,0.05015318064693364
58,1.3069926152667015,1.3731373963712328
59,1.4397745666361184,1.4142123468326602
60,1.4847150727532208,1.0541442122081026
61,,0.8909621392855159
62,1.4201317202767256,1.6716958506581654
63,1.6920493199502988,
65,1.446987440031394,1.0201867290451914
66,1.4700989816519543,0.8928273820017247
68,0.9941247071055084,0.3260366510681661
69,0.8774238047970601,1.0727955439625798
70,1.3769752733304506,1.9840663199627009
78,0.8222431844715004,0.7449929898031733
88,1.3719658713876868,0.8558449378815189
89,0.7732806921670006,0.3968133397798893
90,1.231713242963873,0.8283101408647879
96,0.5921784182616018,0.87262753026987
99,,0.8055184835554752
100,,0.7684697947351007
150,0.3742023639772638,-0.09334002381160084
151,1.4532112623103268,1.5491873862064178
153,,1.1104185527907102
155,,0.5900057876228023
157,0.7147211136624345,0.3902746500374627
158,1.2038145950092447,0.562527610631429
159,1.46902627142096,1.3051652868372134
166,0.6230417765292523,0.7058059849858749
301,,0.1878626670896757
333,0.9480879825018864,1.0356356709825842
338,1.2734096999269593,0.8397760896131733
400,1.1425862088776757,1.3255927256135562
401,1.8448114015491983,0.08528026323496446
402,0.8709610387207706,0.82164203730449
403,,0.4375409265564204
404,1.2956309983301209,1.1792457835729473
407,1.2123602286256776,0.7132831818331966
408,1.1175367015877895,0.2059313283548968
409,1.0136283853032466,1.4483162311126148
410,1.3047275336558608,1.046385765733754
411,0.8540852171261509,0.5537170408299962
413,1.3002698608324321,1.1881926862247103
416,1.4005145230554041,0.3802441600252987
417,0.9459304660490574,0.6334359228553975
418,0.9471586282383708,0.6670605378113109
419,1.1056065470321086,1.0907690572199529
420,0.9876421557214268,0.8776075668578533
421,1.1639796416438255,0.6913059571357143
422,1.0564043217077916,-0.17150743616435404
423,0.6628170199888128,0.7453347924676366
425,1.0857168975744371,0.929501578068072
426,1.7177065843178525,1.3496793929122666
