code,rev
1,-9.9265
2,-8.333300000000001
4,-6.8745
5,-6.0150000000000015
6,-14.8532
7,-1.9774
8,-10.4478
9,-3.4729
10,1.7241
11,-1.5132
12,-11.1354
14,-10.2362
16,-3.2581
17,5.0119
18,-1.3402
19,-2.6923000000000004
20,-3.1065
21,-3.4735
22,-2.4119
23,-1.7456
24,-5.244
25,11.5629
26,-4.0973000000000015
27,-2.1352
28,18.596300000000006
29,-3.1008
30,-3.1847
31,-6.3131
32,-7.2727
33,-11.0599
34,-3.8813
35,-6.162000000000001
36,-6.796100000000001
37,0.0
38,-1.9608
39,3.2662000000000004
40,-1.1848
42,-0.4666
43,-2.0968
45,5.9602999999999975
46,-7.613200000000001
48,15.9708
49,8.6519
50,-3.1732
55,-0.35340000000000005
56,-8.411200000000001
58,-9.665399999999998
59,-9.2727
60,-5.5639
61,-0.9412
62,-11.5011
63,-19.816
65,17.6316
66,0.0
68,-1.9573
69,-2.7523000000000004
70,-2.4904
78,-0.3958
88,-3.5088
89,-4.6256
90,-9.6774
96,-25.7703
99,-11.4943
100,-1.2712
150,2.4528000000000003
151,-3.6939
153,2.3560000000000003
155,-19.7468
156,-16.862099999999998
157,-4.8866
158,-16.3636
159,-16.3783
301,-3.8806
333,4.3623
338,-7.587499999999999
400,0.9416
401,-10.5485
402,-0.381
403,7.9670000000000005
404,2.3295
407,-7.7703
408,-10.0904
409,-4.3059
410,-1.6919999999999995
411,-3.8009
413,-10.4707
415,-4.9279
416,-4.0788
417,1.4563
418,16.666700000000002
419,-5.6701
420,-6.8047
421,-3.4483
422,-6.4179
423,-3.7235000000000014
425,-4.6366000000000005
426,-4.2199
428,-6.676799999999999
429,-4.886
430,1.4368
488,-6.1876
498,-0.2469000000000001
501,-1.4671999999999998
502,-10.8146
503,-11.8143
504,-13.245999999999999
505,0.8523000000000001
506,-10.0196
507,-3.405
509,-13.6252
510,-5.3286
511,-8.4862
513,3.1458
514,-15.5945
516,-10.4545
517,-5.7803
518,-3.2258
519,-8.3272
520,-3.8023
521,20.8333
523,-3.1513
524,-1.6340000000000001
525,-7.4645
526,-10.0703
528,-6.0561000000000025
529,-1.9231000000000005
530,23.9609
531,4.5022
532,-6.9399000000000015
533,-0.2398
534,-6.1404
536,7.5299
537,-9.2357
538,-1.9327
539,-4.2339
540,-8.6614
541,10.24
543,1.7093999999999998
544,-5.9222
545,-7.874
546,1.8487
547,-6.337999999999999
548,-11.6751
550,15.5525
551,-5.8233000000000015
552,-12.7178
553,2.415
554,-15.6997
555,-3.8185
558,2.381
559,-8.4483
560,-12.2404
561,-16.0689
563,-5.0119
564,-4.4118
565,-6.211900000000001
566,3.3272000000000004
567,-9.7503
568,-2.8930000000000002
570,-5.1471
571,-6.357
572,-3.7975
573,5.4878
576,3.8043
581,11.5942
582,-9.7756
584,1.0341
585,-9.4118
586,-19.411
587,-3.6923
589,-0.3854
590,12.7419
591,-10.2732
592,32.8969
593,-6.591900000000001
594,-20.4762
595,-5.7041
596,4.8644
597,7.7639999999999985
598,-5.2632
599,-4.5238
600,-3.871
601,19.8391
603,-5.2902
605,-8.531600000000001
606,-9.9867
608,-3.3835000000000006
609,-6.507300000000001
610,-8.5196
611,-8.0679
612,0.8651000000000001
613,-11.1954
615,-16.4766
616,2.0528
617,-5.430499999999999
619,5.2023
620,-2.1352
622,-7.619
623,-0.6711
625,-3.5383
626,-6.8758
627,-5.4152
628,-8.391599999999999
629,-7.7586
630,-6.4426
631,-8.315999999999999
632,-11.6142
633,-10.2473
635,0.5208
636,-0.7117
637,-10.496199999999998
638,-14.800000000000002
639,3.8576
650,-6.0764
651,4.6795
652,1.0989
655,-4.4304000000000014
656,-11.5005
657,-0.5757
659,2.583
661,-1.9396
662,-13.8675
663,-13.000799999999998
665,-10.7579
666,6.7834
667,-3.1915
669,-10.4088
670,6.0627
671,-8.3826
672,-7.4364
673,1.5990999999999995
676,-9.725700000000002
677,-11.9883
678,-8.4967
679,0.1736
680,-6.7449
681,-6.046900000000001
682,-4.9669
683,-0.9926
685,-3.5654000000000003
686,-0.9393
687,-14.9254
688,-3.9867
690,0.5693
691,-6.705
692,8.333300000000001
695,-11.5976
697,-12.054
698,-5.9113
700,-0.8762000000000001
701,-2.6094
702,-2.1053
703,-7.080700000000001
705,2.6405000000000003
707,2.0779
708,-11.1283
709,1.5228
711,-14.5092
712,10.7091
713,0.10789999999999997
715,1.0654
716,-6.9298
717,-3.1915
718,-12.6195
719,-6.965599999999999
720,-9.8814
721,9.9187
722,-1.2448
723,-7.9772000000000025
725,0.0
726,14.208199999999998
728,5.1546
729,10.0543
731,7.734199999999999
732,-8.0597
733,-1.4558000000000002
735,-14.6405
736,-3.4722000000000004
737,-6.640599999999999
738,-9.4666
739,-5.814
748,-3.1966
750,-0.5217
752,-4.3127
753,-5.6075
755,-8.4615
756,0.8316
757,-7.476599999999999
758,-11.9574
759,2.4602000000000004
760,-21.72
761,-4.127
762,-5.8824000000000005
766,-5.4482
767,-2.5478
768,-11.1732
776,-1.2657999999999998
777,-7.3197
778,3.7459
779,-3.6954
780,-14.2857
782,1.3055
783,3.7924
785,-4.4702
786,-1.3529
788,-2.7925
789,-6.7060999999999975
790,-3.1847
791,-4.5273
792,-3.6289999999999996
793,0.8489
795,-7.3286000000000024
797,-4.1878
798,-2.9499
799,-5.9294
800,-3.9548
801,-1.8885
802,1.746
803,-12.0829
806,-22.8792
807,-11.2272
809,6.1876
810,10.084
811,25.8222
812,-3.5129
813,-9.5238
815,0.2012
816,-14.786
818,-5.9602999999999975
819,11.6294
820,-6.666699999999999
821,-5.5
822,-12.1372
823,-1.2019
825,-5.8182
826,-2.521
828,-2.7027
829,-8.785499999999999
830,-5.9226
831,-9.9265
833,-5.1799
835,-10.9777
836,-5.4187
837,7.489
838,-6.686
839,-7.4074
848,-4.8638
850,-1.6597999999999995
851,-16.0451
852,2.4566
856,2.544
858,-6.507499999999999
859,-6.9948
860,-3.3962
861,2.2814
862,-9.6821
863,7.8947
868,-5.9524
869,-6.7035
875,-3.5336
876,10.570999999999998
877,-9.2537
878,-2.7902
880,-0.2604
881,-3.0211
882,-4.2857
883,11.1304
885,2.1069999999999998
886,-6.1321
887,1.6413999999999995
888,5.2772
889,-5.9891
890,-7.4074
892,-20.5502
893,-3.1861
895,4.3902
897,-7.6271
898,-0.6192000000000001
899,-3.3898000000000006
900,1.4493
901,-12.9885
902,9.6491
903,1.2931
905,-3.2745999999999995
906,0.1348
908,-17.619
909,-7.448499999999999
910,-6.202999999999999
911,-10.6469
912,-0.8695999999999999
913,7.0539000000000005
915,0.8870000000000001
916,-13.5468
917,2.7078
918,-2.1127
919,-6.976699999999999
920,-11.2745
921,13.4241
922,-5.9181
923,-1.0453
925,0.4444
926,-3.1293
927,-7.013
928,0.2433
929,5.6962
930,0.9456
931,-7.7901
932,-1.0204000000000002
933,-7.1290999999999976
935,-1.4159
936,-4.3702
937,-14.1204
938,-2.2009
939,4.7538
948,-5.2826
949,-2.0548
950,-4.1975
951,-3.0508
952,-0.419
953,-5.4878
955,-3.2543999999999995
957,22.8916
958,-3.6289999999999996
959,-4.6511999999999984
960,-9.5682
961,-8.8197
962,-9.7008
963,13.9178
965,-5.4889
966,4.081600000000001
967,-1.3196
968,-18.4631
969,-4.005199999999999
970,-9.5775
971,-12.2779
972,-6.842100000000001
973,-1.956
975,1.5495
976,-9.7297
977,-8.994
978,-2.6899
979,-13.217
980,-8.3665
981,-5.3288
982,0.4678
983,-9.8985
985,-8.0524
987,2.139
988,0.8785
989,0.9608
990,-8.8423
993,-4.6942
995,-7.3721999999999985
996,-7.120399999999999
997,3.4591000000000003
998,5.8185
999,1.9247
1696,0.4274
1896,-4.9128
2001,-4.6914
2002,-4.0643
2003,4.4761000000000015
2004,-0.7848
2005,-5.8264
2006,-4.065
2007,8.2202
2008,5.308400000000002
2009,-2.0297
2010,11.073800000000002
2011,4.2141
2012,-4.7101
2013,-2.9193
2014,2.7251
2015,-17.3981
2016,-3.8627
2017,-6.422600000000001
2018,14.1399
2019,16.4345
2020,6.8939
2021,0.8237000000000001
2022,3.1902
2023,-9.408
2024,-17.5342
2025,-10.787
2026,6.4
2027,-16.0883
2028,2.4759
2029,-6.506
2030,0.06949999999999999
2031,7.094099999999999
2032,-5.022799999999998
2033,2.2659
2034,1.4094
2035,-2.5498
2036,-5.0469
2037,-6.8582
2038,5.2906
2039,-0.2876
2040,-3.8664
2041,-3.3611000000000004
2042,-1.7429
2043,-3.7975
2044,-3.9617
2045,-8.046000000000001
2046,-22.288000000000004
2047,-0.4658
2048,2.1792
2049,-11.3147
2050,4.6296
2051,4.6154
2052,-15.7475
2053,-7.6537
2054,0.146
2055,0.8662000000000001
2056,-8.680399999999999
2057,-1.9697
2058,-5.4449000000000005
2059,-7.8206
2060,2.7397
2061,0.6667000000000001
2062,-0.6342000000000001
2063,6.284199999999999
2064,-3.1881
2065,2.2693000000000003
2066,2.2358
2067,-3.9823
2068,-5.4945
2069,-8.238999999999999
2070,-5.3541
2071,28.173400000000004
2072,-10.483900000000002
2073,0.9709
2074,-18.1287
2075,-19.1099
2076,1.5345
2077,-7.607
2078,0.8459999999999999
2079,0.0
2080,-18.5601
2081,-4.6834
2082,4.463
2083,6.4838
2084,-7.9151
2085,14.3495
2086,-5.9979
2087,1.0526
2088,-1.0333
2089,-9.3137
2090,5.9252
2091,-9.360399999999998
2092,-4.1591000000000005
2093,-8.5868
2094,-2.1574
2095,-12.879000000000001
2096,-3.3333000000000004
2097,-0.8186000000000001
2098,1.4412
2100,14.9684
2101,-1.5038
2102,-9.4444
2103,-7.3421
2104,-7.391599999999999
2105,-7.7616999999999985
2106,-12.1673
2107,-9.2905
2108,1.6969999999999998
2109,-4.9057
2110,-3.1513
2111,-4.6729
2112,13.9647
2113,-5.9609000000000005
2114,-8.2324
2115,-9.7734
2116,4.0932
2117,8.4187
2118,-4.8544
2119,-0.9602
2120,2.396
2121,-2.8497000000000003
2122,-7.6586
2123,-1.4966
2124,7.9575999999999985
2126,26.9512
2128,-11.5766
2129,-17.7148
2130,-1.9288
2131,11.3386
2132,-3.0226999999999995
2133,-4.0201
2134,-3.3382
2135,-1.0811
2136,-9.0909
2137,-6.1611
2138,-4.9614
2139,3.5914999999999995
2140,-11.0377
2141,-2.4557
2142,0.4353
2144,11.8473
2145,-11.0979
2146,-10.3943
