code,rev
1,0.882
2,-4.7765
4,6.5136
5,0.4093000000000001
6,1.8634
7,6.1678
8,1.2384000000000002
9,0.0
10,-7.3721999999999985
11,7.121799999999999
12,3.0115
14,4.197799999999999
16,1.8828
17,6.190499999999999
18,-5.5276
19,1.8139
20,1.3761
21,0.6705
22,1.1343
23,6.9273
25,1.8719
26,9.6478
27,1.5015
28,1.4495
30,-1.2766
31,-2.439
32,1.5926
34,5.9337
35,-2.6177999999999995
36,-5.0672000000000015
38,4.7589
39,-0.924
40,1.9157
42,1.0989
43,22.4299
46,-2.7488
48,1.5249
49,5.783099999999999
55,-1.1061
56,5.2
58,-1.5522999999999998
59,-0.1131
60,6.575100000000001
61,1.9835
62,7.0603
63,3.5183
65,6.01
66,3.3006
68,-3.0927999999999995
69,-1.1429
70,-2.1011
78,-1.0174
88,2.3977000000000004
89,-2.0316
90,-2.9637
96,-3.0324
99,1.7558
150,5.5648
151,6.5442
153,2.5174000000000003
156,6.2153
157,-1.2959
158,-6.473200000000001
159,0.6188
166,3.0351
301,4.1943
333,0.5183
338,4.7774
400,19.3989
401,7.7699000000000025
402,-4.4953
403,-1.4709999999999999
404,-3.4454000000000007
407,1.6155000000000004
408,4.6688
409,33.0133
410,2.4028
411,2.3266
413,-7.718799999999999
417,3.3058
418,0.2703
419,0.3774
420,1.6311000000000002
421,0.5994
422,10.2167
423,-5.8824000000000005
425,2.5157
426,2.9805
428,3.6603
429,3.0075000000000003
430,-0.4862
488,3.8168
498,3.9244
501,2.3401
502,-2.5022
503,4.6414
504,6.5323
505,-0.30489999999999995
506,-1.0191
507,2.1595
509,-3.6986
510,6.4350000000000005
513,6.794299999999999
514,0.3911
516,0.7474
517,2.0045
518,4.6272
519,-4.1465
520,8.2459
521,2.1116
523,2.1145
524,-0.9725
525,-0.8130000000000001
526,-2.7977
528,-1.7735
529,4.154
530,5.345
532,33.7245
534,-2.7456
536,-1.8388
537,4.4879
539,1.5534
540,-4.0462
541,-0.5820000000000001
543,3.3376
544,6.290800000000001
545,2.1311
546,7.9895
548,0.0
550,-3.6935
551,4.8387
552,7.3684
553,53.0374
554,-2.1967
555,-0.8240000000000001
557,7.3864
558,2.9309
559,1.6563
561,15.0895
563,15.076900000000002
564,0.32049999999999995
565,25.9587
566,5.6632
567,53.2648
568,10.6821
570,6.3694
571,-1.6358
572,4.0323
573,14.2678
581,-2.6487
582,-4.7725
585,6.6482
586,3.2215000000000003
587,1.0512
589,-0.8518000000000001
590,2.7039999999999997
591,-1.3396
592,5.7333
593,-11.2696
595,-1.2997999999999998
596,12.7655
597,1.2871
598,3.8062
599,-2.6616
600,1.6447
601,5.3498
603,2.7961
605,-1.1326
606,2.5112
607,11.0701
608,-6.4885
610,-0.5818
612,-1.0791
613,-2.1784000000000003
615,10.8911
616,2.930400000000001
617,-5.7065
619,3.1943
620,-0.2193
622,-2.1505
623,5.5925
625,-1.1972
626,5.567699999999999
627,1.6434999999999995
628,7.1034
629,3.5573
630,5.814
631,-9.6055
632,-0.11300000000000004
633,4.973000000000001
635,15.5104
636,4.065
637,0.6667000000000001
638,5.498099999999999
639,74.9292
650,1.5048
651,0.8101
652,5.8288
655,12.1019
656,-9.1743
657,0.995
661,13.2653
662,-4.701499999999999
663,-1.7655
665,-0.4038
666,-0.4147
667,-1.0
668,5.403099999999999
669,3.8657
670,-6.823799999999999
671,-4.5959
672,4.6131
673,1.374
676,-11.208900000000002
677,-0.2874
678,-1.8692
679,-8.733300000000002
680,-2.069
681,-5.3997
683,1.6393000000000002
685,1.8433
686,6.4595
687,-0.8881999999999999
688,12.2722
690,3.625
691,7.8759000000000015
692,0.0
695,3.1063
697,-3.7607
698,6.342200000000001
700,1.4908
701,-0.9208
702,2.7407
703,4.4963000000000015
705,-1.8018
707,2.0025
708,2.5963
709,1.6234000000000002
711,10.044
712,4.2399
713,5.1771
715,6.633700000000001
716,5.772000000000001
717,-5.53
718,4.2056
720,5.629600000000001
721,31.537600000000005
722,1.5453
723,19.7315
725,4.2194
726,6.5026
727,-7.8652
728,9.5355
729,-2.5575
731,6.7429000000000014
732,1.7819000000000005
733,0.3667
735,-0.9119
736,19.2558
737,1.0687
738,3.3661000000000003
739,-0.8883
748,2.2144
750,3.0129
751,6.6298
752,-5.0456
753,8.3673
755,-8.9899
756,1.4786
757,18.3801
758,3.7221
759,6.485100000000001
760,3.3997
761,0.8865000000000002
762,10.413199999999998
766,-1.4242
767,7.989
768,6.638
776,6.2920000000000025
777,0.2199
778,4.8523000000000005
779,5.4359
780,31.3321
782,-0.5605
783,3.0132
785,-1.3838
786,-9.385700000000002
788,1.8651
789,3.1746
790,-1.7353999999999998
