code,rev
1,3.1522
2,45.4492
5,4.888299999999999
6,14.4011
7,27.6353
8,-5.7826999999999975
9,11.6371
10,8.4525
11,16.853900000000007
12,12.0849
14,9.2397
16,2.1739
17,-6.908200000000001
18,1.3928
19,23.1725
20,17.9065
21,-4.0175
22,3.3813000000000004
23,15.0401
25,4.791399999999999
26,6.3886
27,5.4795000000000025
28,-2.5684
29,9.9517
30,11.849000000000002
31,5.8522000000000025
32,-0.4689
34,8.2105
35,5.6716
36,10.8642
38,2.1707
39,2.6163
40,-3.3661000000000003
42,17.485400000000002
45,6.3949000000000025
46,8.358500000000001
48,3.5004
49,5.3908000000000005
50,-1.3472
55,-5.246900000000001
56,8.7418
58,1.2590000000000001
59,-2.0879
60,2.7436000000000003
61,4.311800000000002
62,-1.6745
63,0.8241999999999999
65,12.308699999999998
66,-2.7441000000000004
68,6.2766
69,6.0561000000000025
70,4.3617
78,4.8673
88,3.3333000000000004
89,-2.181
90,10.0114
96,17.6223
99,3.2382
100,-2.2857
150,2.9193
151,1.6546999999999998
153,14.0684
156,4.4118
157,4.5455000000000005
158,-1.1756
159,-5.3525
166,5.177999999999999
301,8.1206
333,-2.8369
338,1.1416
400,-4.266
401,-0.6843000000000001
402,20.0
403,11.8095
404,6.5101
408,8.4424
410,3.088
411,11.5442
413,20.6983
415,7.0381
416,7.2464
417,10.0629
418,-3.1776
419,-10.4396
420,22.3565
421,7.1882
422,6.6236000000000015
423,3.8074
425,4.8544
426,-2.069
428,9.4136
429,6.8858000000000015
430,-1.6128999999999998
488,-1.5538
498,8.953
501,9.972
502,6.6564
503,11.5773
506,0.0
507,4.378299999999999
509,24.8092
510,0.955
513,4.881
514,10.3627
516,2.2796
517,0.8829999999999999
518,2.4502
519,-5.505199999999999
520,-5.9466
521,-0.304
523,-3.4395999999999995
525,13.2143
526,-5.2193
528,5.6402
529,1.1828
530,3.9614
531,0.4378
532,3.2756
533,6.0952
536,9.1311
537,13.0273
539,1.9417
540,8.2043
541,-4.8035000000000005
543,2.1851
544,15.8625
545,1.2657999999999998
546,3.4774
548,3.8810000000000002
550,11.9134
551,5.0936
552,3.2609
554,5.7007
555,-1.5992
557,-0.3937
558,-1.4801
559,2.6476999999999995
560,8.7852
561,9.816
563,4.918
564,8.1828
566,14.424600000000002
567,2.0819
568,0.5539999999999999
570,1.0526
571,14.3432
572,2.1526
573,10.8911
576,14.3175
581,0.8197
584,16.194300000000002
585,10.766700000000002
586,2.5521000000000003
587,-0.8822
589,4.5283
590,-4.7619
591,1.5895
592,6.3275
593,3.6477
595,27.3469
596,-4.0422
597,4.7363
598,7.2333000000000025
599,15.2174
600,0.0
601,5.6017
603,-1.4713
605,9.7955
606,0.3145
607,5.8773
608,10.2649
609,6.641799999999999
610,4.243799999999999
611,-1.3631
612,6.6138
613,7.3344
615,7.7751
616,7.1027999999999984
619,19.8039
620,5.0
622,19.1316
623,3.2271
625,-4.5288
626,14.0351
627,-3.9414
628,9.8119
630,1.1673
631,17.0782
632,-1.0563
633,-13.8566
635,14.157899999999998
636,-2.0386
637,6.5217
638,14.8924
650,-5.5825
652,21.7391
655,6.5445
656,17.0667
657,-8.9323
659,24.6407
661,-4.0514
662,3.0783
663,6.3209
665,-2.9777
666,3.2638
667,10.0529
668,10.152
669,0.5538000000000001
670,0.7034
671,8.235299999999999
672,0.4491
673,-2.0833
676,1.2195
677,0.3472
678,6.5839
679,7.6182
680,5.5215
681,1.2624
682,2.2769999999999997
683,11.7871
685,4.0346
686,7.6033
687,8.7756
688,6.8925
690,20.442
691,9.311699999999998
692,5.7762
695,6.2336
697,3.5475
698,2.0202
700,-13.375799999999998
701,4.0248
702,-0.23350000000000004
703,11.39
705,0.8432999999999999
707,9.9853
708,1.2255
709,17.1329
711,20.4496
712,8.4551
713,9.3504
715,13.1681
716,-1.4493
717,27.2727
718,0.0
719,4.291
721,-9.3304
722,6.060599999999999
723,7.658999999999999
725,4.721
726,3.4392
727,11.1111
728,18.0863
729,0.6739
731,3.6262
732,6.1766
733,-0.5007999999999999
735,2.5
736,18.7021
737,6.5814
738,15.0
739,6.396900000000001
748,2.8684
750,6.5502
751,5.4348
752,2.8571
753,6.4877
755,-20.0
756,23.8819
758,4.387
759,4.2062
760,-5.240499999999999
761,-0.1709
762,-4.0113
766,6.0088
767,2.2284
768,7.351599999999999
776,8.6154
777,-0.2643
778,4.6709
779,-1.088
780,5.0781
782,1.4337
783,8.123800000000001
785,-14.466500000000002
786,5.3015
788,12.041900000000002
789,7.495999999999999
790,20.4604
791,15.918
792,1.5516
793,23.14050000000001
795,3.2927
796,-6.6238
797,30.206900000000005
798,3.1895
799,-1.3636
800,-1.6083
801,0.6157
802,-8.8435
806,9.9529
807,1.3975
809,7.4074
810,-0.5808
811,5.590599999999999
812,8.7318
813,1.3503999999999998
815,6.382999999999999
816,0.34840000000000004
818,95.1294
819,-3.6854000000000013
820,28.649200000000004
821,-2.2585
822,4.0568
823,4.2999
825,6.705499999999999
826,11.6393
828,6.114
829,-6.5385
830,5.2516
831,1.0161
833,2.8326
835,-1.2759999999999998
836,9.0047
837,-0.5896
838,3.8123000000000014
839,29.6218
848,-8.4013
850,7.5404
851,2.1322
852,0.2712
856,4.0997
858,-3.4835000000000003
859,3.6329
860,-6.1013
861,10.0418
862,9.7333
863,4.1537
868,1.7315999999999998
869,-6.414299999999999
875,0.8445999999999999
876,-0.2381
877,6.7093
878,1.0436
880,5.8778
881,-8.620700000000001
882,5.598
883,3.8593
885,14.669300000000002
886,1.5463999999999998
887,-5.5762
888,9.2742
889,9.4914
890,0.8167000000000001
892,-7.2282
893,1.0354
895,-1.8737
897,19.181600000000003
898,10.243900000000002
899,-2.5442
900,10.6534
901,-2.4802
902,-10.069
903,3.4794
905,3.3784
906,13.5495
908,-1.5484999999999998
909,6.4480999999999975
910,7.4186
911,6.1484000000000005
912,-0.1597
913,18.2313
915,1.3616
917,-1.6
918,65.2941
919,3.4083
920,3.1592
921,3.5616000000000003
922,3.9593
925,2.5154
926,5.439299999999999
927,-0.404
928,3.698
929,19.0476
930,0.9740000000000001
931,7.731299999999999
932,30.63290000000001
933,1.8828
935,48.0742
936,7.938099999999999
937,0.627
938,-5.1313
939,4.1427
948,1.3838
949,4.5564
951,7.8777
952,20.880900000000004
953,11.4395
955,5.3801000000000005
957,7.5112
958,-2.1186
959,27.0936
960,3.6145
961,-2.9113999999999995
962,-8.1716
963,-4.1643
965,4.2042
966,-4.7896
967,7.6046
968,-1.25
969,-3.4257000000000004
970,11.2491
971,-3.8754
972,8.1331
973,-4.742699999999999
976,-0.2358
977,1.6528999999999998
978,5.329700000000001
979,5.597
980,1.5576
981,-4.7153
982,4.7438
983,10.022
985,15.544000000000002
987,2.6204
988,-0.9698
989,-0.9944
990,15.731099999999998
993,4.6016
995,6.9804999999999975
996,12.0101
997,2.9843
998,0.5813999999999999
999,-3.8748000000000014
1696,-2.544
1896,4.4593
1979,7.1755
2001,1.0499
2002,1.3333000000000002
2003,5.2962
2004,7.6148000000000025
2005,3.0142
2006,9.2892
2007,2.3171
2008,-0.3512
2009,4.6854
2010,-2.0274
2011,2.7907
2012,20.0726
2013,5.2564
2014,6.455599999999999
2015,0.0
2016,-3.8793
2017,4.7337
2018,-0.3311
2019,-3.5668
2020,2.6764
2021,5.4362
2022,13.95
2023,7.6642
2024,5.1136
2025,4.8338
2026,2.9877
2027,-1.3487
2028,4.6598
2029,8.308300000000001
2030,2.3619000000000003
2031,-1.0336
2032,-10.1675
2033,8.411200000000001
2034,9.7968
2035,-7.2452
2036,26.2481
2037,10.4113
2038,0.7817000000000001
2039,-2.4169
2040,1.7229
2041,8.7572
2042,4.5149
2043,18.1971
2044,12.5475
2045,-4.453399999999999
2046,15.198499999999996
2047,16.1161
2048,8.5687
2049,-1.6092
2050,14.6199
2051,6.0804
2054,24.1903
2055,2.0434
2056,7.1282
2058,4.4647000000000014
2060,13.7784
2061,4.5911
2062,21.6718
2063,1.4631
2064,3.7281
2065,0.5023
2066,-0.0612
2067,-2.9412000000000003
2068,-5.6194000000000015
2069,11.1973
2070,2.6814
2072,-5.9187
2073,6.4212000000000025
2074,-0.6525000000000001
2075,9.5458
2076,-4.1096
2077,6.0274
2078,-0.5059
2079,5.3846000000000025
2080,1.5478
2081,17.3252
2082,7.230299999999999
2083,6.2600000000000025
2084,5.597
2085,3.8511
2086,15.8693
2087,20.0258
2088,10.4918
2089,7.382999999999999
2090,1.518
2091,6.801699999999999
2092,4.8369
2093,0.3512
2095,-0.0204
2096,-2.7273
2097,4.415
2098,-0.7245999999999999
2099,2.5591
2100,5.9685000000000015
2102,10.4128
2103,-3.7037
2104,0.6964
2105,9.3652
2106,9.8821
2107,0.5115
2108,-0.4184
2109,3.698
2110,24.56900000000001
2111,5.0039
2112,-7.8462
2113,42.5031
2114,6.818200000000001
2115,-2.0717
2116,2.3707
2117,-5.8733
2118,5.7407
2119,4.8649
2120,12.0148
2121,-0.3868
2122,10.7087
2123,1.6694
2124,4.7788
2125,23.0159
2126,0.5869
2128,4.2714
2130,1.0007
2131,-4.9495
2132,6.289299999999999
2133,8.7613
2134,-10.3217
2135,4.503299999999999
2136,7.9545
2137,8.2538
2138,4.0216
2139,-0.569
2140,4.782
2141,16.3023
2142,8.3009
2143,10.4762
2144,7.0005
2145,0.0
2146,13.1805
2147,-2.0202
2148,6.6416999999999975
2149,11.5994
2150,9.8025
2151,1.2010999999999998
2152,0.5941
2153,1.7185
2154,2.7601
2155,-4.3321
2156,-5.8635
2157,14.4144
2158,5.9397
2159,7.968400000000001
2160,17.586199999999998
2161,-8.6411
2162,9.4044
2163,13.877
2164,3.2222
2165,0.0
2166,2.6339
2167,1.6048
2168,7.2857
2169,-5.149400000000001
2170,19.7228
2171,7.016499999999999
2172,-3.431
2173,2.1996
2174,-1.2444
2176,-2.1434
2177,4.9645
2178,2.0652
2179,-2.4776
2180,3.8813
2181,-0.3686
2182,-3.8208
2183,-1.4504
2184,2.9165
2185,-0.9772
2186,0.6773
2187,5.416
2188,-7.6873
2189,1.6509
2190,1.3285
2191,-1.7575999999999998
2192,-0.5824
2193,3.8462000000000014
2194,9.2227
2195,-1.2733
2196,-1.4758000000000002
2197,7.283400000000001
2198,5.3957000000000015
2199,-20.8031
2200,15.2778
2201,16.4145
2202,8.0334
2203,3.0708
2204,0.7075
2205,5.312000000000001
2206,-1.9093
2208,16.2868
2209,14.464000000000002
2210,2.8768
2211,30.7571
2212,35.469
2213,5.6522000000000014
2214,0.4922
2215,-1.9928
2216,-2.9867
2217,15.0943
2218,-9.9251
2219,8.286900000000001
2220,4.8851
2221,6.7102999999999975
2222,-3.8612
2223,9.6119
2224,-3.8825
2225,3.6335
2226,3.6281
