code,rev
1,8.0343
2,-5.9896
4,16.659000000000002
5,-12.4668
6,-9.6296
7,-13.1034
8,-7.142899999999999
9,-7.8987
10,-2.0057
11,-7.455
12,-11.5523
14,-14.923
16,-14.1324
17,-11.8959
18,-15.185199999999998
19,-10.381900000000002
20,-5.92
21,-11.7271
23,-11.7909
25,-7.6214
26,-8.7151
27,-7.0878
28,-8.4677
30,0.0
31,5.0305
32,-10.3653
34,-1.1858
35,-1.5355
36,1.6173
37,-24.1254
38,4.7982
39,-5.2279
40,-13.0243
42,-10.5929
43,20.0456
45,-5.3985
46,-3.1377999999999995
48,7.718799999999999
49,-13.361900000000002
50,-9.1731
55,-13.722599999999998
56,-8.0617
58,-17.8273
59,2.2792
60,0.5941
61,-4.6745
62,-3.4638
63,10.1027
65,-6.1662
66,-17.2185
68,-14.621800000000002
69,3.2468000000000004
70,0.2751
78,-5.6689
88,-7.8634999999999975
89,-10.7677
90,1.8786
96,6.9533
99,-4.6213
100,-9.1133
150,-11.8219
151,-2.9061
153,-5.2632
155,-0.4175
156,-6.726799999999999
157,10.4911
158,-14.181300000000002
159,0.1988
166,-6.8841
301,-0.8333
333,7.531300000000001
338,4.2194
400,-7.6415
401,-8.0159
402,-4.0793
403,3.1818
404,-3.9666
407,-8.262699999999999
408,-15.877
409,12.8645
410,-7.8849
411,1.7765
413,2.1523
415,-5.5914
416,10.1145
417,3.0132
418,8.290899999999999
419,-4.0462
420,-16.2162
421,-4.6555
422,-12.0455
423,-7.713400000000001
425,4.0909
426,-11.0224
428,-8.5106
429,-3.4141000000000004
430,-8.283999999999999
488,-11.9822
498,-0.9868
501,-2.6644
502,-9.4624
503,-20.5367
504,-28.6065
505,-7.6923
506,-2.4931
507,-10.8723
509,13.8614
510,-3.0246
513,-2.4293
514,8.2996
516,-6.055599999999999
517,1.5674
518,-13.2029
519,-12.5
520,-14.1772
521,0.0
523,5.2539
524,6.3119000000000005
525,-8.1753
526,-17.8112
528,-5.648300000000001
529,18.8854
530,-4.4025
531,7.562999999999999
532,-7.301100000000001
533,-6.2147
534,6.8665
536,-15.3392
537,-10.7492
538,3.5088
539,-7.707899999999999
540,-1.5152
541,-0.6688999999999999
543,-4.6555
544,1.1272
545,1.8041
546,3.8114
547,-9.6804
548,-8.174900000000001
550,18.3781
551,0.13460000000000005
552,-3.1949
553,-3.3884
554,-0.6097999999999999
555,-6.321399999999999
557,-8.4746
558,-16.2996
559,-5.1929
560,-13.8736
561,-2.6738
563,-14.3396
564,-5.4945
565,1.6949000000000003
566,7.5497
567,1.1261
568,16.9721
570,-11.191300000000002
571,-27.9539
572,-15.9696
573,1.0989
576,3.6307
581,-11.0004
582,1.3859
584,-10.9649
585,-11.1498
586,-0.4717
587,-13.9683
589,1.2136
590,-21.7189
591,-11.1111
592,8.184099999999999
593,-9.2541
595,0.2801
596,9.3488
597,-3.653
598,1.2903
599,1.848
600,-3.1172
601,3.2258
603,-2.3299
605,-21.3425
606,-2.2727
607,0.7449
608,-10.0719
609,-11.5142
610,-16.8517
611,-12.4105
612,-10.7632
613,-11.9048
615,-22.2798
616,-8.5714
617,-7.647899999999999
619,-8.062000000000001
620,-8.085099999999999
622,-15.2108
623,0.3844
625,3.2609
626,12.5293
627,1.4663
628,-1.5568
629,-0.2809
630,-2.3438
631,-7.142899999999999
632,5.2192
633,-1.8771
635,-2.4121
636,-13.5604
637,16.1224
638,-23.6148
639,-13.2495
650,35.4449
651,17.729300000000006
652,-12.7473
655,-6.7416
656,4.246600000000001
657,-4.4910000000000005
659,-2.0115000000000003
661,-4.0948
662,-15.826300000000002
663,-8.078
665,-9.5992
666,1.3619999999999999
667,1.0714
668,26.7969
669,-13.6858
670,-43.58109999999999
671,-18.0838
672,10.1143
673,-7.8544
676,-7.0755
677,-22.3947
678,4.5506
679,-10.8911
680,2.6829
681,-16.654000000000003
682,-10.4575
683,1.6779
685,-0.5774
686,-3.4381000000000004
687,-21.8143
688,11.2757
690,-10.6357
691,-13.8132
692,-3.8462000000000014
695,4.1628
697,-17.8092
698,-3.1603
700,7.513
701,-13.6072
702,21.0762
703,1.1742
705,-3.4392
707,-11.8252
708,4.490799999999999
709,-6.4327
710,-12.6147
