Stkcd,Mom,R_M12,R_M3,R_M6,R_M9,R_t12,R_t6
1,24.31061666,35.5044147595764,79.68755871874569,63.29280679726761,47.681665073145,27.74705934807409,40.77554985760272
2,47.07787883,46.95536296131258,37.14276917098569,49.62580005977668,31.544892693532308,59.19018339002946,30.119144674253985
4,-1.166657599,6.574562778031567,38.81206333034258,26.57419085377624,7.028581413597124,12.696300006357019,16.791837009425947
5,,,19.44442774716113,8.273456441705406,-14.730818302638035,,13.55316014166814
6,37.34031043,29.39297602768585,34.97410968642293,29.925170898745044,11.421661874829404,64.87099969886626,34.878035897597016
7,99.23741846,113.94333155532856,55.5027551101307,22.98058933993193,25.09548015605283,160.91295524532057,10.647267474698731
8,59.4560331,78.62695359317853,40.42767494795967,22.577741018415928,35.99602017135912,75.35619144220075,28.229180564257163
9,-21.12101403,-25.995104331791463,18.31165961926928,3.5226528503830017,-20.367158739760033,-24.728623333069702,18.4145827813218
11,-9.589111792999999,-11.581677358376918,24.780254604339124,18.72908324635487,-8.387172807080933,19.21172869953438,25.38861786214785
12,-18.68226726,-18.9639518843908,26.5395750351902,20.027900770505084,-12.47460602403898,-10.61636134751125,6.913594923356414
14,57.95693898,57.79440128919271,49.38448832316536,17.839707022765182,31.744398481611103,96.49085015730564,33.15058452844537
16,-4.350870628,-5.990583652938186,21.98576392366849,7.837016266464803,-10.152498230116473,12.872094203102934,12.54018421386538
18,10.39539725,11.566692410451562,17.230754411832017,28.9340896321278,24.50986435777267,49.603316136051596,47.84317248965596
19,-1.392139662,-4.756442640789603,16.619280483230426,1.4833234880226032,-27.665204159058753,8.834777357488989,10.389625585079187
20,5.32243849,6.612743684050361,25.189316141716947,7.6547088149280675,-15.14768168647065,19.37824451880543,7.401272492211697
21,-21.73480028,-22.40373294369752,12.077328082829995,-4.722724107478293,-21.501427120843953,-11.406141874881904,-6.023995668369862
22,55.63552114,38.63669825299718,50.49715224015471,54.421766661517466,35.98325259072717,65.6556472655607,68.5778493710285
23,4.439041141000001,6.166567320170847,15.951960409437248,14.189140187848315,-2.235136126736059,16.447755408140054,20.651546755814532
24,42.30235277,39.66349794426944,17.610115703390814,45.33683302856517,11.309607636848185,56.35499471526178,22.345929019097667
25,1.531593004,3.3693148373842297,15.384684532760586,16.782153453431636,-8.536445832697549,15.104437888380918,16.931271221322273
26,-38.90315897,-40.04059885828381,18.26921319611916,-12.142870716505206,-34.097687299794984,-30.12684214203919,-6.6997345326037525
27,-4.1701582980000005,-4.4828510719505,10.488215257398783,-1.7684332087584351,-4.922308876902603,-0.17079568490712127,-0.32512238989876874
28,68.63028763,58.239795198455006,17.813941529671148,1.528919904123094,32.42146411650484,90.19405429259982,23.27515530217452
29,6.459984783,2.842368040341748,20.97256945973371,21.34133983705755,-2.6895560725355367,19.42031687079133,22.25515027692946
30,-31.94947778,-30.17036493182864,9.407741941533176,22.976590489716287,-6.547485344037884,2.6847674463643445,27.14690128026917
31,-8.02765437,-3.376152989549364,23.180558194240213,20.26312809064901,-4.578999560038443,13.123593844163413,7.142848088762754
32,29.08826968,28.931040172062783,34.20631397389462,47.48207302842835,27.92527233304729,43.28126675981419,56.97909741302523
33,11.24121407,3.981278714037817,20.325248848343502,4.716979383630694,-11.377236723204708,23.697893977832326,12.826594623641133
34,-20.99228764,-19.083856346893512,22.543441772264533,2.9127086130223083,-17.02532217818673,-19.767352066528765,0.4854818001399419
36,24.32427337,22.297290421157022,27.017515508766213,6.784565283793542,0.5555202172006224,43.74994108897753,19.093661429446907
37,5.18016277,0.9009078475932686,15.464028461049617,3.2259456928784402,5.910208436621711,21.93210211408308,13.075137315192851
39,-4.897527356,-8.882606267640746,44.12401725685562,33.432345048014305,-7.245637297127451,3.637348948463592,7.480988756749407
40,18.03641127,13.966161701652437,16.38135582073652,23.95829939769823,0.3760111116110077,32.163127008916376,31.812533846447426
43,59.73421598,56.33555107067286,42.08482317426832,93.68395100863012,37.5699215781377,90.05592326757872,91.34839948914622
45,-15.17679325,-10.706949549342148,47.08898677079535,22.714235829844842,3.995055034283812,-16.81964912042083,42.16020880228075
46,-4.172429205,1.9605353255358613,40.74070977777442,50.28249844360764,15.497050818592072,26.10141696013075,28.534756511882
48,-15.78332231,-14.01654062843184,11.111053484838765,10.773836040676454,-11.942141121474366,-12.26997094981266,5.612927678264601
49,62.10805363,76.0417271612942,32.430498427258584,2.839232006030445,9.385180178987484,68.05482546710509,18.055362096619067
50,9.058567859,27.294578166488304,66.61465854650963,32.83591741263723,49.78984866254632,59.686063406310645,65.16264370593335
55,-8.642064672,-4.526846475397428,19.896656542631444,21.784653933137754,-2.725436936312553,10.999891423232631,21.31140399689337
56,-8.685420959,-9.565693500706251,32.844872076030825,17.18645381346051,10.624649921427533,10.354673231721767,2.774209705783015
58,,,18.66658534032135,14.395848271567322,,,-17.967349821286724
