Stkcd,Mom,R_M12,R_M3,R_M6,R_M9,R_t12,R_t6
1,-11.25849413,-3.4695634138306675,1.4718618567622022,20.446455413212615,17.699493405068427,3.830579083889951,14.531820933756757
2,5.234181553,7.756118714223925,-5.050525710492925,25.624486921548066,34.476026239130356,6.156243452069088,19.802991529699334
4,60.41125474,91.6022607566974,53.04577686222689,66.12179315023248,81.78855784159302,47.05413038033488,46.59360505768291
5,49.0567421,47.16998186000411,56.0000612759552,70.30575922422089,65.95750410665593,60.56928863447861,56.12646306213334
6,27.23961981,36.35913784619247,26.358156993305478,33.82874898964716,48.52839868859906,31.095362014073054,12.367386610241148
9,,,52.84720610409693,,,,
10,-6.714701962,-1.6786951472431475,18.840570721375148,49.09083556443976,18.84052590533356,12.91718901029857,23.101132295488448
11,7.227416417000001,14.367261166432145,23.736055545401967,33.95861591342302,27.25136424551213,0.09561372359243593,8.44736601743119
12,-7.464799302999999,-8.404216660587526,4.979852769401871,6.901944023843787,2.3243344523499627,-4.113637009874949,4.160838074981776
14,43.95212308,45.27892980102696,34.35592888696001,49.37733393045021,64.0596076350745,43.0050620648146,53.69443193687446
16,40.18860541,46.801301931256894,7.350045517807446,34.390402663769784,40.49918362915727,54.004332666027686,20.20688086540421
17,,,37.37531633319697,35.796171806993904,44.833472153201456,,50.07847274830032
19,52.30784886,40.8489678551371,29.38603504137745,30.466968262394882,44.09788667584319,42.48155568711513,38.36159079896049
21,24.13945502,28.113407257902125,10.983550891399977,33.10819082134109,2.375497255337833,9.910838967779334,17.94357797999009
22,5.937866855,12.930507632823439,22.90722465179393,26.585127810537447,9.297149797116377,13.813711628796119,9.503728832704873
24,-22.88503972,-16.861435938600668,5.242275944450925,24.02735503882605,10.551934906342076,-20.95716570918946,0.5848237683858892
25,77.40994991,76.54667309775606,17.867452469200007,38.95805256608664,28.079295376147485,81.0571436643706,18.90065756949313
26,42.19283528,32.290810621045864,13.476769401130072,44.97100790453222,51.9261450781329,50.85835105250822,58.774980603596354
27,29.79127727,31.42041738024797,18.0488017255525,35.89530677831401,45.54620158670619,37.91815809411492,31.847780664277025
28,30.55622528,23.35918280533513,1.7072455872347847,26.96581465464148,-7.200725864646563,23.420283118766232,18.0346948746277
29,41.14425899,70.84453968307669,49.28581282682718,55.97019795546933,79.14279806639044,45.91535837245904,15.111076564143385
30,34.33022802,32.97846293962907,11.948766815491195,23.14342566459307,36.1500822789621,21.21986642952753,20.8570416182192
31,47.56560538,44.31045569323511,1.720751669655396,62.185945299520995,51.221114859488715,41.48044251321215,57.742644684796026
34,68.88347035,70.54612811721029,15.064125058812516,67.75692519150833,74.69572145563399,62.328596216842186,45.10194504117125
35,12.97107637,15.863248898901189,17.302524044192413,20.400672750208713,22.976708233012882,25.389083029722336,6.617063150620295
36,46.46452429,40.067246794783415,39.130400887554686,51.82476660556782,48.571343055317364,33.02742943494932,48.97250161863287
37,,,43.446631922260806,,,,
38,62.75846158,79.99979093313429,36.11470386067013,63.508089067055366,66.24186129716536,36.21922959401509,39.74828198885332
39,23.91384087,35.55839623349966,14.363239902815206,35.344881217315525,9.135260245221,19.30350250256272,6.958993995583684
40,26.50261779,36.40498970731309,26.958560529526682,37.420304783143,35.074204362661064,17.528775090890925,23.4615936323191
42,7.617381402999999,1.244280075895543,5.550870313114432,15.18377294439106,5.0065012140694245,4.618730687154059,18.672049560559167
43,78.67185504,56.7936650648752,61.048633470815496,68.94618522398399,61.9066682335639,68.05767482235359,80.57285765447163
45,,,18.931460440963303,,,,
46,21.96123895,18.80158913664125,8.880334524768731,22.032474969171577,35.97099330346456,25.54080131753507,9.275410781141533
48,17.51058168,8.227833278092156,2.702672253563509,8.801635394992346,-17.92003217555645,32.77720391754882,9.97033109041494
49,3.00726193,-3.4125626624008976,-2.1066676812110607,-8.704402234267059,-14.476722241252125,1.3418405192462846,12.250211674098988
50,94.95215192,86.89692395882045,43.80066531757839,88.494050321944,76.94538410686475,,105.39573665324195
55,58.54118673,82.35962192315,15.023571782945687,45.40077026897158,68.3320622212356,49.6717585834906,38.755795728352496
56,1.635773776,2.599179275450325,51.24261628076304,36.68455100469097,7.564519487139165,-26.341810578764626,12.533330430905142
58,20.07893359,21.063220609635035,23.742456057238698,35.46260711873812,17.590987239364274,19.373950171877,25.77328008269189
59,58.57990608,81.06510954692905,48.78452281427455,129.50010326862804,116.00018714456243,73.2758231400161,82.72738038798721
60,17.57985765,16.658854625752674,-9.415989445209183,40.721079252542246,38.67788492035571,10.336350520157575,33.706207906537514
61,45.98599552,38.77253550831124,27.310881016075548,11.170131942553716,49.31663658495727,74.15180356432784,42.57603219837553
62,37.30486848,33.235426784447554,6.2297288259388415,18.92625539424233,20.991624826875306,55.38105441126113,35.789957768698024
63,0.092497171,0.3566412709697486,9.589123937052712,15.585313235186591,14.801468605004265,-8.469615222060566,20.20612502328376
65,111.4663341,129.65011274868638,23.69857391261672,51.450942806088754,38.81402690810036,95.97811689689951,39.65312956068138
66,60.81080439,92.43248015017015,49.266323354238104,103.4286319280072,66.35517503066512,38.051090430811975,54.94786146852778
68,58.21680065,51.74826497329439,18.90408327047828,27.64699224999971,39.102557230432545,43.8791941761106,32.503645711298454
69,-6.262946474,-5.230995251849769,-0.7206940504296155,15.524112746722164,14.109639726594336,-4.646825934276466,19.967123714904233
78,30.81059745,40.40516234358482,22.235282255044297,36.71045160909188,31.85258464945555,25.877599011732364,20.248345272956488
88,29.47967809,47.63842606208075,43.84619633810465,35.18069911163837,26.97407589487781,47.07039871430749,16.875577150957753
89,5.13631353,11.911718119384208,18.858450054639285,30.312324925692266,18.205063437472347,11.86913791240447,18.27839837291381
96,30.72166408,25.074226751334127,4.1494630273839705,31.382279569494468,37.60444797559481,67.99119484311214,28.80241394628907
99,73.67056507,102.06309740567508,56.29869902988969,79.27015576190341,62.95424231615719,59.749479919234936,54.6684572181391
100,11.43251931,31.242769733755388,30.864275091368018,33.61350310128781,30.19287752362012,21.20726847676781,6.719341094769615
150,,,15.757711190548966,,,,
151,107.9259221,114.42360715743207,3.68852830170312,109.57598807466653,118.89066416287815,105.13493243981371,98.21712193992
153,,,71.50259058715855,96.73107865236544,,,59.5102050069384
