Stkcd,Mom,R_M12,R_M3,R_M6,R_M9,R_t12,R_t6
1,,,-2.8066603044410217,-9.023505296447313,,,
2,-12.21411724,-12.6423367721751,0.3690066784686197,-3.087884409602437,13.176256359385553,-11.368212469739149,-1.0856041901534108
4,17.27800228,32.721990567633675,6.920594067416586,21.573671963734164,52.77769059891025,21.50001036334997,26.168107353152735
5,-37.38817665,-23.971339475334567,10.389610059176912,-12.730987800347734,-2.5229260584717306,-35.06490233594584,-25.05350289377728
6,4.172566535,5.784220312004763,4.941793655036887,-11.735973861280947,32.2343161169026,8.565419493359915,-20.380793370360696
7,7.464598082999999,11.582963875198992,-1.4773159101040934,10.445811155825368,23.32852461994284,20.83931956646889,10.15829462430846
8,8.648766487,18.01809286472622,5.6451808906736956,6.245026982657943,-4.796500648880098,25.23378339341018,8.943223334592453
9,57.54704719,94.09512628723708,27.58023476298781,95.35716112634644,122.86464899897696,70.83960665199969,78.90140982812403
11,-29.82978079,-24.324295561707373,2.8571112122032454,-15.625049524712384,6.3291047211351925,-27.954762363160558,-27.282144389623237
12,68.24309696,98.20416415572296,1.1764721697786973,44.44447348995906,89.33108378580191,79.85876861983989,59.22828041980375
14,-32.13105631,-26.30091043625761,1.2319956170129929,-20.29106913439106,-6.499091259378276,-30.15179430143407,-32.23218123681231
16,-41.52318881,-34.31019110263068,-2.6717017906964013,-5.2044115083007645,-2.2816137767626588,-37.42098202753852,-17.00175130569932
17,134.397606,139.6063895547403,-2.1276950598104305,-15.725142225525957,-0.7193321983036571,,-2.350774351109408
18,-9.64117014,-7.623186392241764,1.6029703655199956,-15.487176160262829,14.444535170257499,-7.674600566432421,0.37357413654590665
19,7.646461477000001,15.988093422785154,6.861881556519189,0.5164537498781874,37.41190197600579,3.9309362121858538,14.225613248442093
20,-11.79485443,-3.487164586003555,-7.472949382403094,-14.063896434747647,-4.46693493037862,-6.926371417042465,-8.217700503629278
21,24.5715479,37.59861752228573,-7.937699853635782,-8.719140469496779,16.905100565924734,24.66709427782208,-9.23728635298704
22,1.114416028,23.12439542197118,33.475820421881664,31.232458829071106,53.905439636171046,3.5708896505572074,20.87244966215045
23,-14.79448611,-0.4539720902489664,14.302911208213189,8.314402005413735,19.157284940832465,-15.059901281932213,-11.761270806612467
24,-29.92737306,-28.44204358599286,2.6315710992601105,-13.744091445136574,6.665415297760324,-28.78322720656734,-18.82595786092448
25,-21.52911173,-17.047560828756925,-8.081769465374434,-17.410310541256678,-7.4510620470563875,-20.903541807514824,-16.150266410043756
26,19.89113834,35.00413567447696,-3.346303254078764,16.700397889147965,33.252191385674365,26.134469368952647,19.06237524044452
