,bm
1,0.8027864269816654
2,0.8456333098405074
4,0.048774306211085375
5,0.07984050911374993
6,0.2458985886447729
9,0.22838558438271345
10,0.14355314346179995
11,0.8744622579171227
12,0.4935173987750701
14,0.16521875286441062
16,0.2517163419003292
17,0.002322100216338909
18,0.03915800592805655
19,0.25959051781525844
20,0.15864662887006167
21,0.2273729644570054
23,0.12790266322869515
25,0.06135840365788984
26,0.31192599844764946
27,1.157828481112906
28,0.2826219461412407
29,0.1704287321333094
30,0.7448289945304675
31,0.3129437121720858
32,0.31111637967346245
35,0.19666569459521144
36,0.2714733450335962
37,0.3068611240848984
39,0.6909474185069522
40,0.18757992831962664
42,0.3092392062198876
43,0.3556761825604465
45,0.30329953481514915
46,0.1965737358899768
48,0.06451459661599161
49,0.09300993966237188
50,0.6515575737782198
55,0.2461943057757295
56,0.36161099384767614
58,0.14495442253648635
59,0.7750861962568923
60,0.17477003305269567
61,0.19120239701457456
62,0.06260497744564042
63,0.4110826164032084
65,0.13013600093456992
66,0.31202893328113745
69,0.8780056674761368
70,0.2340592784228573
78,0.11492293755340742
88,0.200693808795416
89,0.3498177190159671
90,0.2701863192399017
96,0.197807037988888
99,0.25679012284920616
100,0.5365434732636939
151,0.12748489690008374
153,0.2897859932641978
156,0.5232271734971761
157,0.8150259973538357
158,0.15786046677824475
159,0.3641597166469263
166,0.4238671127896012
301,0.3089600526420125
333,0.5863653325172361
338,1.2282899462140089
400,0.3391888784512182
401,0.7843933877839921
402,0.6164081783514883
404,0.4894131946020168
407,0.3706913520047235
408,0.027683825471083886
409,0.2390766746007321
410,0.15430892625230092
411,0.1889075568264505
413,0.3333835371955363
415,0.4245580448330804
417,0.3948553085663499
418,0.5142252529563487
419,0.3213081617489542
420,0.30545865946041384
421,0.3571069002213376
422,0.9421010172361066
423,0.17107985913679236
425,0.6699366426480823
426,0.3390402591701153
428,0.2289867673254454
430,0.17698048059650906
488,1.5100946309307923
498,0.8479172812524755
501,0.3743339270314939
503,0.030211353285908026
504,0.0010873041054860184
506,0.11384644198947005
507,0.3391727872743841
509,0.0010826043478600175
510,0.17640615366495885
511,0.0995611933732475
513,0.3435677194014489
514,0.3287563965183464
516,0.10709377746410208
517,0.21051994004730085
519,0.4683082784728663
521,0.6608580002940851
523,0.14283741190180488
524,0.0937543537932479
525,0.3492139441935243
528,0.7131312759796561
529,0.11887206303495515
530,0.5687929711649945
531,0.3780435181419807
532,0.08455311353067133
533,0.2493346791956933
536,0.935938735383005
537,0.4349228429718655
538,0.12706241759193795
539,0.8990652084663234
540,0.1912670710768916
541,0.279086764717711
543,0.5373829451190125
544,0.14557754042415366
546,0.8714928089550621
547,0.10641409019014628
548,0.2313662485701963
550,0.5797749282205291
551,0.30690506309359783
552,0.5560048981267287
553,0.34857152513873163
554,0.13992986458507325
555,0.3438575838240446
557,0.02364735617104243
558,0.08620112199498052
559,0.08775695215196141
560,0.2129575296020619
561,0.12778366613195904
563,0.2287609976033947
565,0.09666959367301392
566,0.07119269437849986
567,0.04713566488345907
568,0.2216438550219897
570,0.2875444216117996
571,0.4515022086864152
572,0.7132909963382468
573,0.3283461298560362
576,0.2549990994458252
581,0.4334525777806364
582,1.183090306497984
584,0.18246333443233376
585,0.06857361548235566
587,0.15627116052411125
589,0.4494737534140527
590,0.03453340021709833
591,0.08048199600403015
592,0.05741648631242211
593,0.2296412756681012
594,1.1937700110895348
595,0.10579682367431643
596,0.2367146115433296
597,0.6737537201363837
598,0.4519580553255697
599,0.3696120402125005
600,0.8193910654993796
601,0.43231483056773895
603,0.0727697655293628
605,0.3562644361944809
606,0.1802495910247258
607,0.18669393533951184
609,0.3190393069433993
610,0.14041979937660262
611,0.1648300741182714
612,0.4207905535570021
613,0.0265115056118211
615,0.1844692532303008
616,0.2855753777289409
617,0.13812008151266972
619,0.5100864422183372
620,0.17669291029433906
623,0.4777866997870228
625,0.37071277208762665
626,0.10490689741122072
627,0.09981668790729012
628,0.05820287540433392
629,0.4790336411277392
631,0.3161618311565201
632,0.21270489305448853
633,0.0330523397544264
635,0.6283866677941783
636,0.4460714153558441
637,0.1948824972694524
638,0.05588260398216295
639,0.1421759781117799
650,0.10200464562957892
651,0.2780690151378785
652,0.2362766300408268
656,0.6706234927483306
657,0.7771589931564338
659,0.16553483456339993
661,0.12175631200001773
662,0.10107971906258284
663,0.11384754689180765
666,2.128952912646875
667,0.3313385059795437
670,0.07972407234038152
671,0.32803066816742976
672,0.7075221107275436
673,0.001679660700421421
678,0.3361321730285481
680,0.5435093386424893
681,0.17128635522202013
682,0.22168662142148485
683,0.9692613031885532
685,0.4693340339711953
686,0.2661366565568923
687,0.17950621159149144
688,0.2385296438588051
690,0.2326287420160079
692,0.2620038366723476
693,0.2784929213074805
695,0.05861367739878735
698,0.4356172632596255
701,0.3449617143445807
702,0.14767592299391952
