,bm
1,1.8753276085017176
2,1.416652369717886
4,0.12799952537002784
5,0.2983286866670762
6,0.6613844080435153
7,0.15845760185984167
8,0.414257378097076
9,0.4119705951413778
10,0.4448894991078601
11,1.6611161716851168
12,0.8618663942447161
14,0.3613965256203852
16,1.8113804956244344
17,0.004172496476456229
18,0.13989435580062198
19,0.61466102678267
20,0.524717178813594
21,0.7413744557976912
22,0.7844293658465675
23,0.3358298005659889
24,3.5077465299467656
25,0.1434045320832783
26,0.7418107844163375
27,3.5620122238139125
28,0.2618678984802804
29,0.4915079557632067
30,1.305088056155544
31,1.525556119634645
32,0.530615608695315
33,0.18300654108019754
34,0.07288812608038595
35,0.006012862770282734
36,0.7982278761408378
38,0.5804549045794826
39,1.5790905559998951
40,0.6702568148549457
42,0.6301588556399202
43,1.0370016220871845
46,0.4772215898155364
48,0.1366078039167236
49,0.08233298104496184
50,0.4527773384428122
55,0.4295824342802657
56,1.1790546406412878
58,0.5834095227002082
59,1.5092211433055358
60,0.5793868178970161
61,0.3543417459600537
62,0.218248781851256
63,0.6728903859400529
65,0.3300675185387805
66,1.9484144090382527
68,0.03211313365222382
69,1.9956722469976083
70,0.4825365060680316
78,0.3506513810010581
88,0.4706975656129986
89,1.2623051952953392
90,0.765312791090049
96,0.6286617795780997
99,0.5474692351836258
100,1.0424579539587129
150,0.2971464814770974
151,0.5092914113611541
153,0.5870009858880365
155,0.3306570543111005
156,0.9009263155171321
157,1.4887518689326302
158,0.6955226859587882
159,0.5601212621620765
301,0.7967515930342409
333,1.4013322136845754
338,2.099663180151929
400,0.3391264642254093
401,1.4477299072658636
402,1.2192421141421386
403,0.11716181619354285
404,0.9305155512211976
407,0.4001877904279771
408,0.12788201589500392
409,0.435679511359379
410,0.8725719482575283
411,0.5870403357696776
413,0.3685729023545217
415,2.4049939526403556
416,0.20337029549555946
417,0.8154154113911812
418,1.1805893082974872
419,0.6543246700798936
420,0.14546746107441502
421,0.6373306155652447
422,1.7402269481400698
423,0.24367712338859115
425,1.481411809007684
426,0.8353943703741479
429,3.7299742074200832
430,0.3727349368585277
488,3.1799075438420052
498,1.8236021134411824
501,0.4963426509809435
503,0.07922994310187226
504,0.0016155752096237393
506,0.5147336217858005
507,0.656654677988234
509,0.03365875542615973
510,0.2652278719633141
511,0.2736212444871187
513,0.4677826519704169
514,0.7503011947916409
516,0.23624875475832105
517,3.1653893997200533
518,0.22545443965939235
519,1.6349305303924435
521,1.20078216974581
523,0.28753879867437143
524,0.3506534483458564
525,0.9357927670726076
526,0.0980221100138231
528,1.430903776092914
529,0.2391571445513409
530,1.0000583631386442
531,0.6518106415122178
532,0.1718253499985539
533,0.7019578802286702
534,1.2240811569048218
536,0.9291369892415172
537,0.7335338655117096
538,0.15521154069730636
539,2.5736553881425954
540,0.5681151904608539
541,0.4561614885591332
543,1.4832427720507255
544,0.3171080334031157
545,0.7917591634162428
546,0.22632428053479198
547,0.4367949570511395
548,0.8005396395109959
550,0.6908090217685603
551,0.5142525853602413
552,0.962684058302606
553,0.3511792383371055
554,0.43286585893279
555,0.974605923493434
558,0.35703942893219504
559,0.2660035194618385
560,1.2800589344755338
561,0.28672410389414626
563,0.6810185254909756
565,0.4281423170534345
566,0.32520939609077315
567,0.20620109540339351
568,0.4679575934883292
570,0.5271512513525936
571,0.8446300490826077
572,1.5256379118666212
573,0.7105523067614183
576,0.3923462203485147
581,0.6562647820907219
582,2.4387816702561933
584,0.6574347414067099
585,0.20848488505848106
586,0.1876136541066172
587,0.2848025357144891
589,0.9737114332649259
590,0.0900485162285002
591,0.20864166433695824
592,0.29541491953085464
593,0.483760824618657
594,1.2794991702826208
595,0.2344025944670678
596,0.5069344184177109
597,0.6486241618722095
598,0.8390575191501105
599,0.7145900732182555
600,0.9485333629283192
601,0.8873078758560802
603,0.5519036903516245
605,0.2462595880418848
606,0.4367613153728677
608,1.1702253811937264
609,0.5388218373735305
610,0.3721772458089976
611,0.3837460361732529
612,0.8495821981039131
613,0.05810770347255819
615,0.3377214649236549
616,0.9575918390411896
617,0.3472583673340947
619,1.0724299712331649
620,2.0364202638565585
622,0.2449270949072225
623,0.8607259318710588
625,0.4873560596677291
626,0.6214696741342656
627,0.4227107378370586
628,0.18411282640822765
629,1.6664034869362356
630,0.9322855674784586
631,0.6643233189884652
632,0.5981644776951173
633,0.10333489562667336
635,1.9180282137971232
636,0.627292013769566
637,0.5130361168475805
638,0.2362330781884256
639,0.7078595580778254
650,0.41572989548348505
651,0.453989044145911
652,0.5101498183303476
655,0.7992205232038329
656,3.2682021259652414
657,2.5742967061070807
659,0.4036242724568826
661,0.1507240736484226
662,0.3192880151802513
665,1.053999962786525
666,4.14084943617727
667,1.2854733724786844
668,0.5624316010965329
669,0.5691884853763732
671,0.4973703614384654
672,1.4524112259075146
673,0.003270821763387244
676,0.17414149696224634
677,0.22871154800101146
678,0.9247490253872208
679,1.033038168694201
680,1.842366555972686
681,0.06561281657772343
682,0.5845099754215494
683,1.5238181464649008
685,0.9376713403174974
686,0.6018179864857222
687,0.5105643157033682
688,0.7593856314832365
690,0.6355348007924227
691,0.07037117189583797
692,0.6670405548030589
693,1.0719514737614888
697,0.19444631134767704
698,1.374266816947442
700,0.44744018168409994
701,0.5480216421908622
702,0.33376629573216426
703,4.46918001144221
705,0.536188046844376
707,0.8494757759536828
708,1.2831856811860365
709,4.884692843588642
710,0.09629959975232236
711,0.3776987331614077
713,0.5528391441983165
715,0.3768888578958432
716,0.4197773133770362
717,2.3258586647371144
718,0.7270496502551067
719,1.7996565731938419
720,0.4898927244312514
721,0.5999697765021735
722,1.269870160415567
723,0.4967700070319303
725,1.5190150400398346
726,1.2842203141357655
727,0.24013549088537034
728,0.8339405493583593
729,0.8121493214775692
731,0.8137542343090202
732,0.601216863472891
733,0.6536866552824959
735,0.3429629269553773
736,3.454811534537644
737,0.1431083073709431
738,0.4207750225323417
739,0.4248868213808962
748,0.1631247797165042
750,1.1217521793089331
752,0.43324022216007774
753,0.5913236732142453
755,0.996719366489588
756,1.1237023151301921
757,0.098673288075099
758,0.7781937682735558
759,0.5111581202532615
761,1.985619601270228
762,0.4370808568933994
766,0.26283905174281263
767,1.1776034839780305
768,0.6220315942905061
776,0.5842212693342034
777,0.2773998290040304
778,1.2948552513056797
779,0.2293430987966916
780,1.2419091603826424
782,0.6716457347026682
783,0.5733685400255911
785,0.5958319281130815
786,0.6329430762920284
788,0.15807593483597882
789,0.9114645453664512
790,0.20659656855908848
791,5.225690031414898
792,2.18977850786654
795,0.10301962706433196
796,0.4848927281808028
797,0.7515282487952968
799,0.7584564212897728
800,0.6358002398650154
801,0.2108175654537787
802,0.3194655292806244
803,0.19639247529853326
806,0.4442775933164674
807,1.090008922232328
809,0.8237689998791096
810,0.3755351602233111
811,0.3760888693753712
812,0.5204857297662088
813,1.3338618549727437
815,0.3380506663031325
816,0.4330168477013007
818,1.4752634503898692
819,0.1913502763365456
820,0.14985429209640336
821,0.771370890929876
822,0.9098615769563244
823,0.466758597404117
825,1.9624589993299117
826,0.2619220099519701
828,0.7464842721287909
829,0.4111629360388167
830,1.110878412637352
831,0.19996233499839366
835,0.2193821519536582
836,0.7201287810906895
837,0.4615925197709552
838,0.3698544307824964
839,0.5948363667546862
848,0.11512399918638015
850,0.7500521444750083
851,0.454801791046767
852,0.6261127881952238
856,0.6635173489234284
858,0.5628274623778887
859,0.5256243763528347
860,0.5063089395174283
861,1.0505513497966583
862,0.19712784805942685
863,1.9380451178870788
868,0.5139258411261459
869,0.5782801731134439
875,2.384688566090382
876,1.2995732781790832
877,1.4826545429520386
878,0.6466743003574104
880,1.1017808506794189
881,1.238442904273614
882,2.1927008313997898
883,1.0277326963178657
885,0.9409219783189202
886,0.7905769052093085
887,0.2547977951907784
888,0.4221612291732956
890,0.7524111187867836
892,0.0028013483317907394
895,0.3460430745030492
897,0.2720340371181124
898,2.847229816349856
899,0.6575681948975539
900,1.2449049237729064
901,0.2701736678517763
902,0.1241377251700847
903,0.912835202439268
905,0.5778755509116589
906,0.3378872652046928
908,0.0004672851973684211
909,0.4206160065511269
910,1.139388847706918
911,0.8109239677832203
912,1.8013611098537743
913,0.9987431489757018
915,0.2433746072914937
916,1.2114068380055674
917,1.0008034541222155
918,1.3371934113580104
919,0.8251344577590195
920,0.32015783454224944
921,0.4358192165126293
922,0.770420754248388
923,0.3601343103060484
926,2.4196836352337754
927,0.5564307033054432
928,0.1609249562789165
929,0.7252160600175218
930,0.8711808385556463
931,0.25089576868852
932,3.1271030562013578
933,1.6884633889800211
935,3.732041231862768
936,0.71010496105572
937,1.4206647640982226
938,0.30280624243446586
939,0.5675129814213471
948,0.7448830932204095
949,0.6874026749184952
950,1.130830927357052
951,1.0355214612911858
953,0.3105318810410192
955,0.3421126745595673
957,0.30027627288700176
958,0.5679544131240741
959,2.352309959859999
960,0.6715677481520589
961,1.2974614096126396
962,0.6556262497701019
963,0.2378041653623996
965,0.6330949060216754
966,0.6372412943539201
967,0.5022779267848858
968,1.0308975995430898
969,0.6707347405815436
970,0.3324039367422645
971,0.018178305114286288
973,0.6396689184966219
975,0.9342901460161588
976,0.20473066592409825
977,0.1037803478355544
978,0.6875708271858771
979,0.453626585978484
980,1.44349852909897
981,6.498205170855218
982,0.3580378981540414
983,1.2184087364174168
985,0.2761314749708877
987,0.6151925231787633
988,0.3762089713915635
989,0.4216659423513884
990,0.5615074144582008
993,0.7711231653660003
