,bm
1,0.9443782078867248
2,0.8659017895995094
4,0.06376267525949128
5,0.09669338702055534
6,0.28471363889519624
8,0.10295678642673847
9,0.3481279328868764
10,0.18719052855446408
11,0.8092849471708627
12,0.5651091929511128
14,0.22261346265279872
17,0.003696875965520266
18,0.04949116028117867
19,0.3461206895176336
20,0.2900759948177028
21,0.29113666735291804
23,0.1544718153860318
25,0.038813980993868666
26,0.4413579315326861
27,1.3142630272929532
28,0.3080029428069994
29,0.2354538483934028
30,0.7532929607731689
31,0.3421010834266012
32,0.4027811308684506
35,0.2948098029853979
36,0.31506760507225784
37,0.4673297846367515
39,0.9715978068163572
40,0.2861126252680488
42,0.3713000010063886
43,0.450857132673753
45,0.4932082929263649
46,0.2409878854371863
48,0.07272557656417272
49,0.09545125046812912
50,0.7536745322638648
55,0.3431469307284629
56,0.5044633972832846
58,0.2071708151879105
59,1.0107991924379742
60,0.24138000847336785
61,0.25164702574078884
62,0.08628027196313166
63,0.4081295720991249
65,0.14113449283377014
68,0.01117470567635618
69,1.2123950596707749
70,0.2394333801646295
78,0.1513954865741837
88,0.3078899601756291
89,0.4748428242400376
90,0.3394828104636096
96,0.17872379289397566
99,0.2339000197058541
100,0.6282243895859329
151,0.15106019246725924
153,0.327896192396355
156,0.5937541470974339
157,1.1034826108235307
158,0.23327558855894465
159,0.5489041580197932
166,0.5194449911426957
301,0.4458613172069544
333,0.6579113149164808
338,1.7314185083542917
400,0.4461051846379275
401,0.8510538819480661
402,0.8514024983749499
404,0.8004749531627225
407,0.47990810770458103
408,0.03093428029127254
409,0.3175751939386823
410,0.15486024829211026
411,0.3356778388499741
413,0.3854008267036523
415,0.469196156902962
417,0.5086201401058643
418,0.5609303309228496
419,0.4271142389464907
420,0.4889187001627137
421,0.42193323192476345
422,1.1307662403133911
423,0.20098840965517345
425,0.8067204398854451
426,0.5735199463609035
428,0.3339516396875128
429,1.824887808602508
430,0.1998404595195556
488,1.6681710408581778
498,1.0268971813000405
501,0.42656172909428425
503,0.041420154200162165
504,0.0013814924204890154
506,0.1589614040767452
507,0.4645889056529488
509,0.0016092300686548222
510,0.15267901024501818
511,0.13329230799386674
513,0.36441279755270745
514,0.5477786364312394
516,0.11005019777477566
517,0.2070843305054451
518,0.10302871552878863
521,0.8865639194004263
523,0.19813671535100305
524,0.11719294239210602
525,0.4819195514484168
528,0.8780428833683813
529,0.179771481730971
530,0.6891380170785713
531,0.5351475489042911
532,0.15005271608087056
533,0.3977254336873299
534,0.29272220750091305
536,1.3009474070062057
537,0.6094006610731552
538,0.14899653073227442
539,1.2599746796477491
540,0.2256521625189683
541,0.2994504388189629
543,0.7611737203627476
544,0.2219399195565861
546,1.137998421318284
547,0.11138202929445508
548,0.27658783311007445
550,0.6859361659685604
551,0.4366560155758196
552,0.8287176599179081
553,0.539101397193106
554,0.21532160125540264
555,0.4359414791498215
557,0.03128457635854553
558,0.16304562319480034
559,0.10777342552110633
560,0.2971054640748345
561,0.13496906973783587
563,0.3008100220175737
565,0.10189569410808497
568,0.2912089489193833
570,0.4586949898643496
571,0.5866864983759472
572,0.93801120047856
573,0.444530145119122
576,0.3786281278290269
581,0.5341031960749428
582,1.1742571548548313
584,0.2535265767348181
585,0.0939073881163782
586,0.07598359829810117
587,0.13326282317261828
589,0.6706807311704219
590,0.04136901694530951
591,0.10276713423253378
592,0.07149433609367174
593,0.3126876495514321
594,1.4066127230750365
595,0.11969028416314595
596,0.2840575338837224
597,0.7602754712257499
598,0.34335255221906313
599,0.5192929420297034
600,0.8857629487832497
601,0.4755463139315326
603,0.11251568212167858
605,0.4646927430607282
606,0.25490278294159513
607,0.2473390256802137
609,0.4708122178508266
610,0.1733907099613922
611,0.21609201874753284
612,0.5693968826089139
613,0.031824223916697564
615,0.23661256199931344
616,0.37713389561071897
617,0.20304832487302
619,0.5083091375416182
620,0.2253330934891001
623,0.571303669411104
625,0.4678147452061223
626,0.18448984385865605
627,0.14083550491512792
628,0.0985388219886551
629,0.6686511238233639
631,0.2995022497517725
632,0.27647032113427183
633,0.039935033661332
635,0.8378488903922378
636,0.5890974878027794
637,0.30985091348616983
638,0.07443457055095404
639,0.22085119620927784
651,0.3982207545293053
652,0.33973108646170924
656,0.7129243592879229
657,1.0307738561876516
659,0.20158464299087367
661,0.10878570830193376
662,0.11146608834142878
663,0.13094717811704534
666,2.9311458794230867
667,0.42330698848656
669,0.6532011256909268
