,bm
1,1.2715414969320649
2,0.582484245406923
4,0.04936229256065815
5,0.1818409965586292
6,0.3574896223773029
7,0.07024122133844457
8,0.19892126887404504
9,0.3020723927822204
10,0.6941409027492489
11,0.7314276229761618
12,0.5107539351334054
14,0.1854970320369801
16,0.4657358325860814
17,0.003990047483091944
18,0.1875847890312128
19,0.14589011972625007
20,0.08000926375082967
21,0.3357388667665646
22,0.6652431428683035
23,0.10806417534780192
25,0.07069722366452276
26,0.5407383265943123
27,0.8956135955403104
28,0.3317036173808532
30,0.4642207663657962
31,0.6894911095492251
32,0.35212279922882705
34,0.017212910008891764
35,0.2990404002495451
36,0.2551413029570684
38,0.08837912012095044
39,2.06075895023764
40,0.21936422491778007
42,0.6198523786316801
43,0.5741449605773377
46,0.3433588677046465
48,0.06258903426247933
49,0.132080423375947
55,0.20786610720259288
56,0.9578639469042908
58,0.25820648377258704
59,0.7580727789386356
60,0.334684830520555
61,0.29705479900244525
62,0.2124100062458648
63,0.8625226192686005
65,0.21529280618785207
66,0.591207852592352
68,0.07861172429628796
69,1.0854445156507015
70,0.2253819961495915
78,0.17771686265600886
88,0.4291853767996584
89,0.5829969936697933
90,0.7806864165831892
96,0.2838284054790893
99,0.3701792120031982
150,0.1437676758729816
151,0.21214887933056212
153,0.3192086528172641
156,0.4872872875756237
157,1.4327667844845111
158,0.5665330312420551
159,0.5514498520381025
166,1.1101852287035745
301,0.5642283356090307
333,0.3507647725130015
338,1.9906857239394389
400,0.5399615070136752
401,0.7898954814612463
402,0.8298166718506923
403,0.08430173666748443
404,0.4717080954003585
407,0.5390055374063051
408,0.018399752643960363
409,0.20357975381268864
410,0.2361551292429172
411,0.3195472994657902
413,0.4606439476489592
417,0.5838903822795658
418,0.4261244735657129
419,0.4506446785091756
420,0.3823914256709518
421,0.8886542949368219
422,1.2769204928167792
423,0.19612075610404675
425,0.9194115555101376
426,0.2809946967667092
428,0.6653595902421137
429,1.8726354128552087
430,0.2399227352387773
488,1.6991705198990168
498,1.2367528464501347
501,0.4283367193991673
502,0.05124441449415848
503,0.03097984902724973
506,0.217272550243293
507,0.5949850511264675
509,0.006321127785642973
510,0.17080332082895774
513,0.359230952287152
514,0.5154337958191193
516,0.2564106487441757
517,0.2651848150371203
518,0.07317327393095238
519,0.5165107620914859
520,0.03511225542526982
521,0.8722153212170748
523,0.21699830145989507
524,0.12890616202510108
525,0.4954688128983859
526,0.03564527200914788
528,1.1473208295624615
529,0.1982939132016669
530,0.6809247520600963
532,0.10486439968698848
534,0.18829159854787386
536,0.29252756018050424
537,0.6287357838031699
539,2.2648285143935443
540,0.500393547130857
541,0.4713149221150204
543,0.8726369716753772
544,0.20905196884599644
545,0.2962563650694468
546,0.5964874603119229
548,0.3674347381447989
550,0.8606977325682953
551,0.41556480863494505
552,0.9770754437432624
553,0.3543649046567625
554,0.2746342784891861
555,0.4880908725321315
557,1.1965741396039309
558,0.1222920249842889
559,0.13702865146484275
561,0.14293799352777267
563,0.42550393215696775
564,0.4799488667843968
565,0.14128864039307729
566,0.18237338557720406
567,0.03143715044404916
568,0.22102751298449694
570,0.4752768975568301
571,0.4409641998954352
572,1.1704556672666309
573,0.27234314087332
581,0.617332811953852
582,1.5399003336879955
585,0.06492912197199031
586,0.05945863762040799
587,0.9396558137053438
589,0.8274500776315172
590,0.04417915837371597
591,1.7538964837767226
592,0.25777442791168204
593,0.237605693515844
595,0.2480775905232205
596,0.2629721741990665
597,0.5438882808713981
598,0.4667523768081634
599,0.5434019106137854
600,1.2497378336014535
601,0.3812729572272511
603,0.13570409326746075
605,0.4098740719478218
606,0.13005489492843106
607,0.23294423126256064
608,0.6690831647009338
610,0.2330954410763605
612,0.5948505505314299
613,0.020154800070364416
615,0.5002901526607574
616,0.5514134679330172
617,0.10922390651130504
