,bm
1,1.0547365640458473
2,0.928389714532197
4,0.1053834971261604
5,0.5024028596362681
6,0.9179600028802652
7,0.09651043099951408
8,0.7642081275898805
9,0.8982208136573202
10,0.3612608588190639
11,2.298901440848571
12,1.1768016730475122
14,0.5015933118925638
16,1.483799253964
17,0.013306321936244687
18,0.26333972204251965
19,1.4709378471754146
20,0.16721098827252473
21,0.5312953551172589
23,0.2967460828528811
25,0.14148079421246115
26,0.9636070239019628
27,1.0963745241645697
28,1.0808003965194801
30,0.8867403852074303
31,1.2772687411886228
32,0.37261371213396055
34,0.6432874002350306
35,0.42331978786113983
36,0.7914027806105522
37,0.4554314025905035
38,1.9132158288659051
39,3.2001044247492416
40,2.047269300609969
42,1.3382210938791654
43,0.5334423863399835
45,1.0755903780883518
46,1.0405894395365276
48,0.17166870077200486
49,0.4463025942656562
50,1.0759346188876713
55,1.298536685293264
56,1.1103708543065216
58,0.8054941251458135
59,1.3664433388274595
60,0.6273949276017048
61,0.7192531623181023
62,0.3672405184374135
63,0.31866914049863176
65,0.8563210262083332
66,0.26195733883943706
68,0.22156781495707864
69,1.7648932714055168
70,0.3122544233380879
78,0.8074438068970802
88,0.7268600297828866
89,0.6454495470534489
90,0.9871055507401209
96,0.5065434526643554
99,0.7561783861800888
100,1.4484379512758785
150,0.5881645120368512
151,0.3234293016993625
153,0.6628821835915625
155,0.9995003682307748
156,0.7570104302739197
157,1.048280138318936
158,0.6989014537530245
159,0.5879934241077182
166,0.6444301105903442
301,2.3465652848641088
333,0.2624606994376942
338,1.1684975575662813
400,0.9306776585949492
401,1.020466400712604
402,1.5049613670845388
403,0.08693004173803565
404,1.4375207471082785
407,0.8591423112026948
408,2.0147678057706804
409,0.8836578026492936
410,0.07183924897948997
411,0.7723376552774971
413,1.3559529178062038
415,3.800040175239375
416,0.29097121435162715
417,1.1439268179490645
419,1.0985031319798448
420,0.592367119039634
421,1.3153054107059037
422,0.7073736789706514
423,0.440667292887132
425,0.9903297198501341
426,0.6885339637509983
428,0.7779752298919224
429,2.9049443976862204
430,0.866323168856167
488,2.475335249890708
498,1.0812446352338678
501,1.0119180638221257
502,0.15461642809120782
503,0.0789512244688833
504,0.029212308187194405
505,1.0608521881578206
506,0.31766822218399743
507,0.6891674730844187
509,0.006771691966740778
510,0.3813877602815706
513,0.7783238331848646
514,0.8588358931152299
516,0.5915071627424489
517,0.5402040783923058
518,0.17661518596446954
519,1.095817974360893
520,0.10936400528166032
521,1.8356254199912487
523,0.5594378948198041
524,1.1609635918797816
525,0.6510069199082675
526,0.033037031547794304
528,1.092037275877006
529,0.4673699701713998
530,1.3262367691665686
531,0.8899981672401664
532,0.2707551069124627
533,0.5121914636389976
534,0.3590297671793973
536,1.4947278402575626
537,4.803728154256245
538,0.2320433130127161
539,2.901666913124436
540,0.8753778533513493
541,0.7700614692080607
543,1.6382071921650332
544,1.5378609747519978
545,0.5411083221726711
546,0.6661122497990893
547,0.6799670979046999
548,0.7373050936335506
550,1.1043807527111826
551,0.7957708154638291
552,1.1995282237577525
553,5.79828890363281
554,0.4284326525359648
555,0.4805845941784264
557,2.14644938859356
