Stkcd,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30
2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823932.5,1276015.0,1912850.0,1704480.0,1669305.0,1214710.0,1246200.0,1451220.0,2310997.5,2162257.5,1628100.0,1544685.0,2146803.75,1993460.63,3251250.0,3370500.0,3604500.0,3825000.0,3624750.0,3987000.0,3872250.0,3741750.0,3314250.0,3489750.0,3561750.0,3026250.0,2623500.0,2778750.0,2427750.0,2508750.0,2594250.0,2398500.0,2256750.0,2148750.0,2031750.0,1838250.0,3372977.89,3305438.87,3543811.87,2852530.18,2769099.63,2439350.32,2459214.74,2161248.49,2304272.29,2224814.63,2149329.84,3162415.07,6706226.94,5867948.58,5486551.78,4604571.7,4056313.81,5566009.45,5152829.59,5315717.8,5085290.57
2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388076.0,2611172.0,2085074.4,1612359.2,1142980.4,1355983.2,1987792.0,5092400.0,3771888.0,3072648.8,2853500.0,3281964.0,5437510.0,4974695.0,4861559.5,4120287.5,4338264.0,4039780.5,4320036.0,4411176.0,3527118.0,3115469.0,3294711.0,2974961.5,2668883.0,2554958.0,2813947.5,3000025.0,3175772.6,3013712.65,3190770.14,3056296.1,2912857.12,2758211.98,2637185.34,2848776.0,3269603.78,3589949.35,2956817.98,2850036.13,2501499.0,2229943.13,1818934.0,1939613.28,1878399.15,1550466.34,2123255.65,2459614.6,2163363.62,1902772.48,1998779.75,1833281.51,2952268.53,3107764.45,3001352.84,2626183.74
2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879000.0,4841400.0,2006400.0,1926600.0,2372400.0,1465200.0,1800600.0,2085000.0,2100000.0,1266000.0,1170000.0,1594200.0,1895603.18,1918471.58,1845063.47,1856019.9,,1846159.11,2113084.96,2631203.05,2125391.8,2632433.74,2652124.69,2269110.76,2068641.9,1976401.62,1950574.34,1691563.65,1838609.79,1721898.04,1814627.92,1693119.8,1731490.78,1622772.99,1339786.96,1316699.07,1259742.59,1271659.07,1521905.24,1370395.65,1224022.11,1217212.53,1256367.62,1189974.21,1234236.48,1140604.75,1252962.83,1288713.13,1191453.58,5574736.97,5269158.8,4889250.8,4641484.71,4724073.41,4459789.58,4666261.32
2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034189.0,965770.0,1031225.0,740753.0,757055.0,895869.0,1175226.0,1206595.0,787189.0,740012.0,952926.0,910689.0,1333752.75,1439064.0,1466388.0,1569991.5,1552344.75,1873401.75,1856324.25,1802814.75,1836400.5,1824446.25,1653671.25,1420848.0,1364492.25,1575200.25,2460773.25,2129107.5,1894990.5,1806772.5,1786414.5,1696500.0,1671758.08,1553144.91,1631360.84,1626205.39,2768929.46,2874815.88,2630700.62,2386492.18,2279278.73,1906023.34,1935836.01,1792735.19,1767868.73,2044474.04,2236895.12,1938241.56,1819982.77,1731789.77,1799938.91,1587473.96,1609522.21,1645610.49,1539377.41
2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709520.0,1000169.8,978884.2,706986.0,694316.0,831405.4,993328.0,1107104.6,831152.0,755132.0,879044.6,930231.4,1169107.8,1326535.0,1342348.0,1651931.4,1633307.2,1691288.2,1570758.0,1417899.0,1660716.4,1525076.0,1309667.8,1158917.2,1259417.6,1135022.0,990948.0,1052443.0,1056308.4,1030304.8,979703.2,973729.4,918208.2,839846.0,887285.0,938940.8,2165534.46,1646977.68,1679710.5,2975241.06,2439456.48,2311970.76,2851200.9,2239614.0,2351594.7,2882210.94,2844309.78,2247746.75,1939527.29,1745574.56,1796693.89,1836473.58,1880812.11,2179739.66,2248392.88
2756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4060000.0,2654500.0,2750000.0,1729400.17,1762749.49,2096719.05,2722733.33,2700000.0,1769000.0,1742500.0,2031500.0,2074500.0,3346873.75,3145908.15,3074222.25,3202429.73,3653223.75,3581537.85,4108153.5,4064039.1,4067186.85,3945171.24,3904499.38,3659112.44,3743167.63,3823155.64,,,,,,3757131.13,3235190.76,3438089.83,3071472.19,2647483.09,4152700.44,3237540.7,3177896.88,2755696.73,2494922.74,2376557.24,2326621.8,2204557.38,2291482.04,2894406.29,2940642.82,2858445.77,2856595.64,2701185.0,2616079.17,2462795.3,2976031.5,2654797.33,2929877.17
2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616243.6,1064893.0,1104262.6,836604.0,765520.0,953345.8,1392699.6,1487296.0,1390239.0,1530766.6,1564394.8,1262561.2,1109183.8,1487360.7,1459884.83,1511539.47,1519599.06,1571620.05,1710098.46,1503113.54,1413820.59,1472506.04,1584507.02,1323299.25,1326751.34,1437985.19,,,,1380450.44,1403847.9,1337491.16,1476725.25,1325600.64,1346313.15,1386716.1,3244594.5,2952113.02,2950163.14,2973561.66,2779548.95,2835120.43,2826150.48,2786898.39,2740777.18,3071476.04,3209839.66,3844742.22,4122450.75,2615868.12,2912074.32,2984086.59,2652695.92,2593014.19,2501433.24
2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440160.0,1008000.0,870520.0,684600.0,744660.0,875700.0,1547000.0,1253000.0,994000.0,865620.0,1145900.0,1071000.0,2306046.89,2178435.74,2069633.08,2242764.32,2541376.0,2854282.92,2581085.0,2353949.52,2142697.64,2115695.52,2145080.18,1949711.9,1836876.57,1742550.48,1574997.55,1700351.96,1632089.66,1574997.55,1365246.1,1279607.94,1179076.18,1064891.96,1347870.24,1193969.77,2192084.19,1709933.21,1666916.02,1485885.36,1424944.34,1267214.65,1442868.17,1285138.48,1265445.3,1731473.32,2005712.88,1837478.71,1756413.48,1644723.59,1629649.01,1615227.34,1802709.08,1865877.61,1855060.93
2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456960.0,883680.0,1159920.0,984000.0,719760.0,885600.0,1255920.0,1132320.0,739440.0,759840.0,868320.0,,,1277523.0,2367364.5,2213514.0,2416500.0,2537325.0,2310979.5,2008111.5,1918701.0,2170822.5,2135380.5,2071746.0,2338753.0,2191349.0,2298474.0,2677440.0,2735040.0,2740800.0,2686080.0,2076177.95,1584420.71,1560947.81,1431846.86,1572696.32,1193606.09,1207561.15,1066679.02,1031458.48,1003785.21,973596.18,1003785.21,1493540.74,1247125.33,1519875.21,1809554.4,2140616.33,2281693.85,2529990.3,2193335.47,1753959.71,1730927.91,1651202.47,1525413.44
2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795960.0,997700.0,836000.0,727100.0,836660.0,1019920.0,1089000.0,1060400.0,983400.0,980100.0,876260.0,858000.0,1712235.63,1812634.7,2003438.35,2315084.31,2119283.42,1987992.34,1780379.79,1635914.17,1712235.63,1575947.31,1374694.88,1433298.86,1488268.49,1487463.23,1354400.89,1564282.73,1529531.05,1522672.17,2007366.61,2073211.9,1017401.07,1048494.68,986245.45,969320.09,942950.6,991713.77,1018603.84,1049778.19,1033103.54,1123726.66,1072977.71,973654.77,1172300.65,1354996.85,1296007.4,1313422.95,1337369.34,1309794.71,1222716.95,1257548.05,1291653.51,1188611.49
2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888600.0,1155600.0,1080000.0,985800.0,1063500.0,1042800.0,1275600.0,799500.0,761700.0,976500.0,1231800.0,1132800.0,2225902.4,2135499.23,2424899.61,2211018.95,2346623.7,2331740.25,2252361.86,2651106.04,,3194110.36,3056830.87,1687926.42,2116994.32,2175907.79,1898787.42,2094787.66,2127360.76,2001561.18,1985274.63,2009423.66,1963372.02,2061420.81,1961123.36,2005949.04,1827935.06,3949434.56,4454783.58,4375632.53,4749063.13,6859757.86,3687627.23,2398885.74,3271576.83,4024526.58,4398971.94,3753789.39,3381170.59,2939548.31,2918325.84,3070286.0,2731829.28,3995861.54
2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411000.0,2074000.0,2023000.0,1912925.0,2386842.5,2290750.0,2248505.0,1560090.0,,,,,,1718532.72,1628509.53,1820693.88,1692233.81,2020464.46,1953199.93,2319867.45,2781109.9,2278396.09,1448968.88,1190025.75,1201152.21,1066623.16,1580242.46,1493301.3,1407751.2,1179617.61,1137190.32,1286033.58,1031469.88,1077374.81,1040511.76,1149014.32,1346760.3,1320353.24,1189836.67,1144219.93,1035880.16,1091000.39,984561.33,912334.82,1319084.1,1303878.52,1163226.9,1130915.04,1098603.18,1041582.26,988362.73,988362.73,1071993.42,954150.17
2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962900.0,2042820.0,1602720.0,1561140.0,1879200.0,2582280.0,2438100.0,1711800.0,1581660.0,1922400.0,1698840.0,1766880.0,2206270.0,2089810.0,2116984.0,2109867.0,2126689.0,2375137.0,2209505.0,2098868.0,2155804.0,1993407.0,1928060.0,1798013.0,1860125.0,1992760.0,2147393.0,2018251.8,1900627.2,1666542.6,1594337.4,1637427.6,1462737.6,1480206.6,1420812.0,1513980.0,2017076.85,2035531.35,1626358.74,1620907.26,1421019.59,1519146.26,1455545.64,1411933.79,1599101.33,1669970.59,1861659.31,1633066.56,1558088.14,1550773.17,1462993.56,1475794.75,1477623.5,1406302.56
2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238120.0,1542840.0,1325480.0,1248000.0,1383720.0,1551160.0,1588080.0,1007240.0,991640.0,1180400.0,1281800.0,1326000.0,1882630.32,1868340.91,1993373.28,1874771.14,2004804.81,2289164.15,2000517.99,1911209.15,2129122.72,2186280.37,2078862.47,1820974.64,1724038.11,1576806.2,1606143.61,1770713.99,1658363.06,1471983.1,1405516.9,1413627.77,1343758.81,1475372.43,,1293680.92,1804647.75,1720532.81,1784256.25,1610928.5,1460541.19,1636417.88,1590537.0,1562498.69,1794452.0,1970328.69,1661907.25,1516617.81,1559949.75,1419758.19,1414660.31,1396624.43,1172757.49,1182933.26
2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557658.0,1809558.0,1086376.0,1129886.0,1306216.0,1977644.0,2269390.0,1415220.0,1197670.0,1453692.0,,,,3657893.04,3270068.24,3305325.04,3605007.84,3499237.44,3109423.45,2912139.45,2944947.43,3055458.5,2866380.96,2864654.23,,,2920129.29,3412597.65,3051916.6,2545575.89,2453671.58,2269862.97,2275065.1,2467543.93,2413313.42,2552359.59,2958116.23,2059227.38,1868563.37,1851123.45,1689181.29,1584541.74,1360314.14,1138577.95,1509799.2,1529730.55,1255674.59,609564.12,656836.44,587171.97,577219.9,639739.61,607736.9,643139.05
2767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086500.0,1116250.0,739500.0,719500.0,873500.0,1119250.0,1148250.0,795750.0,758750.0,928750.0,1084500.0,1229625.0,1363875.0,1267125.0,1396500.0,1370625.0,1399500.0,1423125.0,1747500.0,1430625.0,1342500.0,1479375.0,1068375.0,984375.0,990000.0,923250.0,1008750.0,915000.0,977250.0,819375.0,772125.0,714000.0,674250.0,690000.0,711750.0,661125.0,1895995.24,1834769.37,1662914.29,1672805.23,1432949.93,1608514.12,1743278.18,1607277.75,1929969.67,2026406.33,2172720.75,2237061.0,2098482.0,2182279.09,2031436.01,2005471.21,1829899.75,1738404.76
2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503200.0,1060800.0,733000.0,746000.0,875800.0,1312400.0,1279200.0,1329000.0,1279800.0,2401800.0,1807800.0,1690200.0,2618700.0,2646540.0,2715270.0,2291580.0,2362920.0,2313330.0,2051203.24,1996650.0,2101050.0,2114100.0,2121930.0,1879200.0,1822650.0,1928790.0,2114100.0,2305500.0,2197620.0,2241120.0,2476890.0,2237640.0,2269830.0,2255910.0,2167170.0,2492550.0,2489070.0,2281140.0,2204294.04,3716359.92,3818178.0,3693087.22,3243633.12,2872724.4,3528723.74,3659632.7,4908848.23,4578411.0,4461786.1,4286848.74,4111572.23,4178714.36,4221119.92,4058565.28
2769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834905.0,2259220.0,1712545.0,1755650.0,2264400.0,3672620.0,2921520.0,1892920.0,1652420.0,2586300.0,2786840.0,3370700.0,3355160.0,5647756.36,5354366.42,4669789.89,4752540.9,4910520.1,3849802.62,3660467.33,4300049.76,3692827.15,3275956.46,2680154.96,2894488.83,3281055.44,3355649.95,3452942.81,3010355.67,2719296.09,2700820.6,2559875.1,2929380.88,3428404.15,3232929.79,3118691.98,2400936.69,2722639.53,2251186.8,2141077.39,1718893.11,2113241.06,2352169.52,2201389.43,2718681.15,2997044.4,2625289.23,2375486.12,2288290.7,2083263.63,2052266.03,1990792.63,1971877.73,1962420.29
2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674424.0,2069100.0,1446660.0,1326276.0,1614924.0,1776348.0,1881000.0,1137492.0,1215468.0,1846800.0,1730520.0,1659384.0,3292421.64,3221850.36,3145850.52,3053565.0,3284278.8,3514992.6,3105136.32,2953136.64,2996565.12,2820136.92,2771279.88,2681708.64,2874416.37,2775488.08,2772135.13,2858132.02,2827780.18,2443323.48,2710248.88,2559033.28,2506689.41,,,,2256602.07,2000698.74,1860129.74,1854298.61,1673533.66,1726013.81,1626884.63,1632715.76,2011739.06,2110868.23,2044150.92,2007971.26,2038120.98,1989881.43,1518852.82,1476662.46,1645423.89,1368172.97
2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404800.0,1560000.0,1049400.0,1057000.0,1630200.0,2737600.0,2393000.0,1535800.0,1371400.0,1640000.0,,2010400.0,3762088.08,3047309.26,3046233.87,2894244.8,2965579.29,3115059.11,2525026.05,2281815.78,2363773.4,2419013.56,1989367.87,1771965.36,1965885.07,1758949.8,1913852.77,1828998.64,1746996.76,1460346.68,1340552.61,1220758.55,1059607.01,1341616.86,1373268.95,1363551.71,1189363.88,1319102.64,1239971.07,1139309.21,1034071.81,1106365.33,1010279.01,958117.87,1253697.69,1546371.56,1310420.64,1341880.2,1348797.1,1297414.36,1311544.61,1513221.89,1427155.79,1329138.98
2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843712.5,1686307.5,1111167.5,981910.0,1364095.0,1824505.0,1780922.5,1133890.0,1202802.5,1861755.0,1959175.25,1893461.88,3948145.95,3618476.55,3566423.49,3385026.45,3569578.22,3454430.53,3244640.92,3052202.32,3066398.61,2849088.19,2240294.9,2074406.78,2166208.94,2067476.63,2831114.4,2788022.86,2738467.58,2542401.06,2380807.77,2206287.02,2061930.35,2327529.82,2123533.01,2375032.8,2128365.43,2030137.17,1826869.37,1806542.59,1697347.79,1806608.2,1643988.05,1645500.74,1897285.25,2030753.73,1966825.56,2186782.64,2184225.0,2015443.61,1915694.5,1746888.31,1711099.94,1713657.63
2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082088.0,3049272.0,2470608.0,2657568.0,3630216.0,3829488.0,3748320.0,2857752.0,2648448.0,3015072.0,2991816.0,3054744.0,3184020.0,3426840.0,3461040.0,3337920.0,3961044.0,3885120.0,3884436.0,3462408.0,3171024.0,3021912.0,3096468.0,3098520.0,3577320.0,3454157.91,3668767.44,3658212.87,4282339.59,4328076.05,4340037.89,3668713.96,3395286.95,4216977.4,4032343.7,4261374.05,24723332.39,23518681.5,21427287.02,18969898.52,18965145.35,17824384.73,16194047.67,17913323.05,19347723.22,24265666.66,23803418.1,23490692.17,20449708.36,21216041.19,22371585.46,20694182.49,19693953.32,24713737.0
2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184355.0,1514970.0,1381050.0,1171800.0,1011096.0,1164267.0,1068012.0,1017792.0,858762.0,822771.0,811053.0,740745.0,766321.91,729023.06,746824.78,797686.86,886843.36,898280.82,926434.58,831415.65,749593.79,712641.99,791824.43,885963.55,912357.7,781266.77,739915.94,727598.67,800616.0,729629.84,720644.25,738615.43,664933.6
2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804600.0,1414200.0,974100.0,929700.0,1132500.0,1808100.0,1644000.0,1071000.0,1003500.0,1350000.0,1374300.0,1327800.0,2672420.0,2623520.4,2895311.2,2918055.2,3161416.0,2895311.2,2563248.8,2234568.53,2446084.94,2580272.77,2595056.17,2291427.78,2303936.81,2227360.88,2473284.0,2503088.29,2631571.59,2287002.74,2556817.67,2212248.82,2152679.29,1985611.05,2551207.86,2360865.04,2228768.02,3121610.95,2704119.42,2715610.01,2599193.71,2586777.18,2483306.09,2321295.06,2805916.31,2960617.76,2981350.38,2633042.41,2554258.46,2504339.96,2466837.36,2348842.86,2377995.17,2278044.41
2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064007.6,1793448.0,1044342.6,993738.0,1304969.4,1909078.2,2013696.0,1493491.2,1339842.0,2178882.0,1704300.0,1665494.4,2654909.6,2312220.2,2413011.2,2329392.0,2464526.6,2613100.0,2142742.0,2035231.6,2064349.0,2127810.0,1953852.2,1696275.2,1730618.8,1686569.4,1800799.2,1909056.2,1969530.8,2343166.46,2036574.08,2128235.72,1748946.19,2273630.04,1936483.79,2244129.75,2355136.55,2273018.8,2622714.0,2739964.75,2626828.06,3348845.8,3344731.74,3758194.89,4864877.35,4959500.75,9561820.43,5781817.48,3732162.96,3219273.02,2980302.59,2748803.22,2653782.86,2039544.12
2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330000.0,1324800.0,1411600.0,2160000.0,2067200.0,2135600.0,2420000.0,2052000.0,2036200.0,1853800.0,1932400.0,2254000.0,1804000.0,1943218.0,1957149.6,1886771.0,1747935.4,1642968.0,1671792.0,1998131.2,2295029.0,2208790.66,2402112.38,2123536.99,2034080.66,1831152.9,1875049.2,2320546.0,2041960.4,1795796.4,1649298.8,1732154.0,1654102.0,1540626.4,1367711.2,1410940.0,1415743.2,3549740.6,4233675.8,5261040.0,5202584.0,4444117.4,4996526.6,4954730.56,5646265.04,6854550.56,6782357.4,6043327.42
2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782730.0,780054.0,869031.0,885533.0,925450.0,1059250.0,1046093.0,1110094.0,1090247.0,1192827.0,1315254.0,1039180.0,1603103.58,1680277.95,1422621.72,1285422.84,1167823.8,1166598.81,1066966.29,1521727.5,1494514.13,1473965.25,1392325.13,1306242.0,1293468.38,1028554.5,1125189.75,1060210.88,,,1061321.63,1036329.75,991899.75,823621.13,911925.75,969684.75,1147552.48,1305460.81,1313771.78,1253037.8,1175042.59,1224269.08,1148191.78,961292.14,981560.35,982718.53,1109539.6
2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720400.0,1151700.0,970200.0,1056000.0,1239920.0,1253340.0,1457940.0,1252680.0,1454640.0,1280400.0,1329240.0,,1264480.8,1268940.75,1348982.25,1475512.5,1180410.0,1076517.75,1019922.75,911179.5,907541.25,906328.5,911988.0,833563.5,869137.5,829925.25,685203.75,743820.0,776160.0,761607.0,888137.25,759990.0,719160.75,679140.0,609609.0,629821.5,1922192.34,1867712.46,2131821.45,2199329.13,1924561.03,1782439.6,1883108.95,1829813.41,1757568.35,2091553.71,2095106.75,2086816.33
2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059780.0,1397570.0,1191870.0,1228760.0,1191700.0,1217030.0,1351500.0,1213630.0,1300840.0,1426300.0,1937320.0,1445680.0,2508007.79,2225488.0,2361469.4,2189820.75,1868849.45,1431847.4,1521833.07,1385439.7,1420506.15,1546431.71,1403319.86,1319408.95,1555643.12,1530384.97,1185190.22,1327024.46,1172884.97,1566653.09,1100348.74,1057230.32,827313.41,917084.34,767896.67,881955.94,927852.5,1041991.06,1301481.49,1636723.78,2109769.99,2260407.2,2168231.19,2114811.0,1899035.33,1870754.06,1981784.25,1759723.86
2781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681650.0,1642500.0,1388700.0,1489950.0,1863450.0,1918350.0,1950750.0,1868400.0,1836000.0,1651050.0,1681650.0,1905750.0,2510662.5,2986833.33,2918425.51,3096840.5,2759423.55,2721521.92,,,,,,2200143.4,2182579.23,1901552.51,1744399.41,1886761.63,1751794.85,1604807.05,1447257.5,1460997.29,1387275.17,1379964.1,1288575.75,1392758.47,3000727.17,3398464.09,3590044.17,3625444.84,3393393.45,3541203.84,3734814.63,3730650.95,3856020.3,3756575.57,3442005.49,3352708.18
2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906102.0,1306116.0,1177890.0,1428804.0,1983030.0,2581134.0,3832935.0,2997975.0,3008625.0,2647590.0,3496395.0,3112995.0,2908515.0,2635875.0,2651850.0,2433525.0,1999005.0,1927650.0,2231175.0,2017110.0,1973445.0,2055450.0,1847775.0,1585785.0,1493130.0,1362135.0,1192800.0,1585785.0,1361070.0,1477155.0,1680570.0,1764705.0,1462245.0,1317405.0,1186410.0,1273740.0,4677480.0,4984200.0,5648760.0,6539100.0,5482620.0,5810640.0,5235540.0,4996980.0,4400580.0,4426140.0,4515600.0,4272780.0
2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667186.0,1670434.8,1392237.7,1548554.0,1527057.9,1630781.8,1875795.6,1879343.5,1839273.1,1947379.7,1982232.6,2260429.7,3571826.9,3101432.92,3177620.48,3517896.38,2964038.5,2744582.06,2411808.18,2666471.15,2450414.5,2490006.35,2345549.6,2053425.95,1965681.85,2057706.15,1873657.55,1869311.84,1781570.81,1708655.84,1409041.84,1460404.24,1277211.68,1256666.72,1222425.12,1181335.2,1659073.74,1757121.65,2051265.36,2706638.19,4379640.45,3459778.66,3514695.78,3287928.35,3535406.83,3669433.24,3246537.4,3128368.41
2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292000.0,967500.0,1150500.0,1222500.0,1153500.0,1100500.0,1355000.0,1286500.0,1465000.0,1228500.0,1324000.0,1897500.0,3047242.49,2486086.27,2646416.62,2546934.53,1970324.78,1733692.64,2033104.74,1823516.27,1844701.9,1731345.74,1687747.22,1371900.15,1298267.09,1182004.37,1108371.31,1116122.16,1055084.23,1002766.0,914600.1,951416.63,775084.83,789617.67,841935.9,917506.67,926226.37,1352304.79,1667945.72,1729836.1,1729836.1,1547259.48,1505483.47,1654020.38,1711268.98,1949546.94,2255904.32,2480256.95
2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869500.8,1020455.8,970243.4,1133274.8,1830528.0,2591341.2,2847805.8,2311995.0,2431170.0,2087946.0,2640918.0,2593248.0,2876774.4,2827008.0,2785536.0,2474496.0,2168985.6,1863475.2,2015539.2,1777766.4,1877299.2,1880064.0,1728000.0,1408665.6,1295308.8,1255219.2,1072742.4,1235994.0,1013132.25,996725.25,847695.0,967906.8,835298.1,816158.7,810690.3,963805.5,2321751.6,3194791.2,3839086.8,3545532.0,2973051.0,2893314.0,2802186.0,2536396.0,2669572.2,4017649.2,3178423.8,3045514.8
2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576224.0,1062336.0,950048.0,1102464.0,1333728.0,1574144.0,1741344.0,1767040.0,1735008.0,1652992.0,1715648.0,2047584.0,1411872.0,1820591.75,1838894.27,1948200.95,,,,,,1556829.19,1408413.52,1135123.98,1102292.4,1257544.85,1006035.88,1071241.91,976020.41,1071241.91,1029841.26,1176721.32,925005.28,775612.83,712172.21,765380.48,675335.71,989705.37,1187342.39,1465436.41,1249657.11,1147200.75,1111496.26,1125756.13,1082329.34,1100702.21,1073986.57,1030559.43
