,coskew_1m,coskew_1y,coskew_2y,idioskew_1m,idioskew_1y,idioskew_2y,skew_1m,skew_1y,skew_2y
1,-0.21264297171684016,0.008953550846120893,0.02594924646029156,0.7589542593211485,-0.8793159135911955,0.7208395250621545,0.3815545902111385,-0.04719281411874969,0.2235092997935328
2,-0.3042834881410223,0.05059078618358216,0.042603031660084674,-0.1228803758879652,-0.1861439955841728,-0.027758783718353296,0.0762468696071554,-0.4788803282842505,0.3149953109853241
4,-0.5746503792508656,-0.08678940183037212,-0.042843007009542335,0.01312418717329538,-0.26508362410383435,0.1832793171511979,-0.4257248133789589,-0.58645363065434,-0.3445991874516055
6,-1.2192540461856778,0.09626164444033952,0.12466510745564816,0.9784442995669201,0.9224498895776292,1.8368285765608223,0.0729976244653591,0.3270180847395603,3.1344001811901143
7,-0.4888636148065065,0.0758168718762391,-0.03352165642519411,0.2327109698406208,1.1124586932658644,1.638585460570524,-0.2704750922375576,0.7557261404073471,0.8179260247680662
8,-0.7464111344863248,-0.1169974538227008,-0.04641331353518297,-0.4180175449862907,1.5948348468951992,0.6874062731953999,-0.10532599888289672,-0.3840044441642986,-0.7855578129748578
9,-1.0173104503879136,-0.3267083383534358,-0.08412407146489058,1.0614562383500756,-0.8190260207640699,0.30258055183454946,0.2278895669219343,-0.8679597950900191,-0.3732253013208404
10,-0.9444961604855936,,,0.4844373751443204,,,-0.4960664391011931,,
11,-1.902174216335596,0.2208497021758956,0.0173556868645221,0.2301897362573036,1.2081493057951378,1.1482604407517447,-0.23821800680856065,0.7598670327549095,0.5107705912610918
12,-0.7045489694887249,0.03940852215215168,0.027942598676885155,-0.2506042439042989,-0.9751002954169256,0.12529467570948427,-0.7988725945243299,0.27994376821313977,0.6204286918975812
14,-0.9018577130491237,0.19157891122274967,0.043358160099818965,-0.3109658863594907,1.5126983744434028,2.218754168308823,-0.1397292095378517,1.9720586182781847,2.035195745905262
16,-0.4854519029071209,0.12352895435727344,-0.001056207808880806,-0.4348932024871196,-0.9555195090891052,0.2833115534925337,-0.1640059868039558,0.8729524324798736,0.8550093057907601
17,-0.05458948567881658,0.010470814736071804,-0.06646842404131588,1.3040928122304989,0.19939906434285173,0.33943205312761915,-0.6137023512200137,-0.24245744401932506,-0.0716437100971421
18,-0.02688478085291729,0.14923790157312036,0.003061969424618078,0.09236824762215368,0.4902251490777231,0.7857621232605244,-0.1735551468117774,0.2370122746242905,0.3998953814076204
19,0.021106890617270613,-0.0797708257867597,0.014945199183131587,0.9568625867419271,1.4149035151495368,1.4768564273304858,0.6166867288435964,1.0979222654323697,0.6757060449168991
20,-1.6130559168497318,-0.009035361338967186,-0.0019358485359518528,0.5346518159014986,0.5876794363326457,1.3888860318673588,-0.12163485561196605,0.13891043025368507,0.11088164941090738
21,-0.2057753146821133,0.0257211864275246,-0.028665580339592982,0.2456750170500276,-0.2597104066303442,-0.4066376995010723,0.6482138815760025,0.03861142160754953,0.15797712400353298
22,-0.3183167048020794,0.03075090358896472,0.0002079196009518794,0.8209002740718597,0.10682157947280443,0.22281742917647052,0.6280813940169024,0.8256504020721079,0.7528351697131314
23,-1.3675330238998338,0.03888861754007372,0.04603738875583602,0.8236436484815055,-0.11919618292089942,0.30600927168743874,0.4790391443814105,0.7060086008858343,1.6244097884348645
24,-0.3120476809590301,0.05321872324496591,0.0646259994757304,-0.4911672317009642,0.21815839335409207,0.573587438874159,-0.3130622350457207,-0.5033484331594866,0.9602438331641768
25,-1.5736069221373288,-0.022442670103798273,0.005589399814205587,0.5849394108330146,1.5164530755792582,1.6987676438332882,0.14996645167381106,0.08953674962787879,0.2645484250839152
26,0.04060845519190481,-0.07074716300665315,-0.07322008087582388,0.008294533175219587,0.2905414306150209,0.09915172493925972,0.7205823750683854,-0.053849285128763316,0.02842978253875677
27,-0.011073905516240712,-0.017148849352831147,0.0001844214835277809,2.2646679101041736,0.5019084135015329,1.7024149873728274,0.9293903054112796,0.3873297230891438,0.491979088185771
28,0.4844721189636606,-0.014630095413848453,-0.0739830290181951,0.3625085105957188,-0.20145788716571225,0.8634540340040798,0.04461755184413877,0.08679070898633283,0.1773088565459365
29,-0.8108167083388049,0.02855065583787458,0.03009104774254968,0.4740598615189545,0.03272105448277916,0.2511211677786553,0.7271144848180195,0.7167144721808363,1.0971528632427705
30,0.16770750900867182,,,-0.6962642907153153,,,-0.12165582435072875,,
31,-0.6305975140884106,0.11103784031378952,0.013993650903856993,-0.01339171977127649,0.02204710472350626,0.7848478214651231,-1.0046903834874086,0.9320690143332164,1.024725543305556
32,-1.1475526435260524,0.003477899113857253,-0.018226705463582567,1.4864036750146088,0.5654872364785447,-0.05662706919673955,0.3369565469140904,0.38458832874351895,0.19213140724759506
33,-0.539323915312951,-0.06096519761686724,-0.03737848120171579,0.3959476757987981,0.2202827306769609,0.6117304209384109,-0.5536945811365891,-0.3292970824981837,-0.2971539067272924
34,-1.4414072477919715,-0.1819019825354536,-0.07864815568550816,0.7064867253137765,-0.3811161162221259,1.1643303035111483,-0.013479629528553338,0.4843189501680762,0.2549407647992261
36,0.03212429187927257,0.14821975484016786,-0.02276749943443304,0.0728832952905697,1.728015253931737,2.8239840949387465,0.00941944613422222,2.271230220288406,1.850979353847982
37,-0.6494957480468223,0.00952696425082948,0.009530329377390949,0.01283978582861556,-0.6258495406460779,0.10596706167382317,-0.051259102466511434,0.07222337413306086,0.6606772410574691
39,-0.06597076653463507,0.03833761117538797,-0.02313900451490053,-0.06909526909767523,-0.4322074806603097,0.3457218021664786,0.5571285717272971,0.2888720926710069,-0.0775244257417709
40,-1.7595446929483791,0.05552124545611368,0.01773507705506982,0.4762397319807243,1.6165785567783062,1.202247232289602,0.14367893457289915,1.1997918318994245,1.3107909284028914
42,0.1826217721769491,-0.10551743322010652,0.01299356336686748,0.2875618954157128,-0.2225335752019446,0.3602133002411778,0.4635808366856612,-0.6088747416285969,0.5728641314686704
43,-0.5941260344305841,0.0076683416208426294,0.02905744776672192,1.2730639989850479,0.992468839483522,1.0646032995719463,0.07971937818316377,0.7716309777275593,0.67809340186601
45,-0.5609302186408087,0.0007883300158224374,0.02134704474935661,0.2602607905373958,0.2279602404049504,1.0910884726037793,0.19277572066264748,0.5727438286000195,0.22479999239131548
46,-1.2286488381359828,0.24850056578448404,0.08030856110316423,0.5559741305264566,1.0220646977873251,0.8547082578052932,-0.4595171353947894,1.1325471166823422,0.9504456952703182
48,0.3888229557176469,-0.1732922808477409,-0.09810371729040156,0.21946430098641825,1.917676086818568,1.7730569719081082,0.4399365865430666,0.6848737853203404,0.4410106124612398
49,0.05410230064377214,-0.029807957463176236,0.06514778033431692,0.9262062752823792,0.5896986178290765,0.3122748108077645,0.91374160151923,0.6593717237417408,0.825542103609235
50,-0.008265549801837356,0.3256269453528897,0.07906275945310218,0.9490117531421992,0.3050468823346581,0.4965663327021845,0.6696193732146244,2.3709078458599264,0.9896125856722144
55,0.24822432908035685,0.04086740769984221,-0.02515081351124912,0.035703689674018387,0.3499093914320324,0.12309146050189408,0.2959091577566612,0.4734173642310922,-0.02610423770040592
56,0.1498830165510172,-0.07366702404494592,-0.06941192339191131,1.2089492866956502,1.0757725190974732,0.5596872785156791,0.4713428098996542,0.19231460032677186,0.6072335940230441
59,0.4113544201056812,-0.1100020464136523,-0.057021792394989675,0.8574096920795887,0.3756074632265811,0.471037215121035,0.5357556275007133,-0.6401083717601438,-0.3648488647353548
60,-0.08647297948884419,-0.003341024327451245,0.0067502713426341645,0.455497179353689,0.5984265216197119,1.6374676432407995,0.1672463083919175,0.29659071195514985,0.6033209611668826
