code,size,size_cpi,size_ff,size_ffcpi
1,11.764714476507573,11.854591344921564,12.053101832053454,12.142978700467445
5,8.75629101774601,8.846167886160002,9.034576562081268,9.12445343049526
6,9.199397071892204,9.289273940306195,9.8093957513071,9.89927261972109
8,9.759163277731734,9.849040146145727,7.1207453618521335,7.210622230266128
9,9.900340036299813,9.990216904713805,10.098087684812748,10.187964553226738
10,8.057497094962034,8.147373963376028,8.261444319507454,8.351321187921446
11,7.703399971212436,7.793276839626428,7.871064370115553,7.9609412385295455
12,9.575677308702033,9.665554177116023,9.762847833802995,9.852724702216989
14,8.221329379630896,8.31120624804489,8.483610208991983,8.573487077405975
16,8.972993094898504,9.062869963312496,9.803635964831864,9.893512833245856
17,8.069788558333203,8.159665426747196,8.668572975856176,8.758449844270169
18,8.410734764385342,8.500611632799334,8.098878363135015,8.188755231549006
19,8.333192335788949,8.42306920420294,8.251725473615366,8.341602342029358
20,8.203110818972258,8.292987687386251,7.502657777294023,7.592534645708015
21,9.44115911986842,9.531035988282412,10.017470890475613,10.107347758889606
22,8.887097326252732,8.976974194666727,8.705161752161732,8.795038620575726
23,8.278755694159273,8.368632562573264,8.151594549456464,8.241471417870455
25,9.23540900849484,9.325285876908831,8.217229414650905,8.307106283064897
26,8.124183488691825,8.214060357105819,8.619216865204422,8.709093733618415
27,10.158472359506355,10.248349227920347,9.784334200988132,9.874211069402122
28,9.62962094816324,9.719497816577231,9.763094823832096,9.85297169224609
29,9.11840947396207,9.208286342376061,9.393549884420805,9.4834267528348
30,9.106922322952348,9.196799191366342,8.777836478928968,8.867713347342963
31,9.753373919940156,9.84325078835415,10.441767988747463,10.531644857161458
32,8.332454833309296,8.422331701723287,8.482515527608953,8.572392396022945
34,8.762437499068735,8.852314367482727,7.395665155197655,7.485542023611647
35,8.623258233437072,8.713135101851064,9.02225962403217,9.112136492446163
36,9.139592421238277,9.22946928965227,9.097714381001678,9.18759124941567
37,8.350619112077535,8.440495980491526,8.411949931105957,8.501826799519948
39,9.800823363520287,9.890700231934282,10.610731472781689,10.70060834119568
40,8.57475436802526,8.664631236439254,8.834426690354206,8.924303558768198
42,8.940212727002388,9.030089595416381,9.36625634646784,9.456133214881834
43,8.518696620699853,8.608573489113843,9.230585025093967,9.320461893507957
45,8.663178616382304,8.753055484796297,8.883914879382019,8.973791747796012
46,10.7284382628875,10.81831513130149,11.107176447313561,11.197053315727556
48,9.524991026010467,9.614867894424458,9.186818795954764,9.276695664368756
49,8.995422757185619,9.085299625599614,9.189129636360644,9.279006504774637
50,9.900797863563623,9.990674731977618,9.508736696537783,9.598613564951778
55,8.82893108643358,8.918807954847571,8.574378633557584,8.664255501971578
56,8.180507840487781,8.270384708901776,8.359083072344642,8.448959940758634
58,8.639728124237964,8.729604992651955,9.237077131921811,9.326954000335805
59,9.415543604229256,9.505420472643248,9.421667430720113,9.511544299134103
