code,size,size_cpi,size_ff,size_ffcpi
1,12.103568876594114,12.178933862500456,11.975778104224524,12.051143090130862
2,12.332268696762474,12.407633682668813,12.39849065245185,12.47385563835819
4,7.5234379783012475,7.598802964207588,7.6629465393335625,7.738311525239903
5,8.455113288066121,8.530478273972461,8.514069455629734,8.589434441536074
6,9.345304907785248,9.420669893691587,9.37995040526409,9.45531539117043
7,8.552764696609707,8.628129682516049,7.803442909105906,7.878807895012245
8,9.62303703855502,9.698402024461359,9.591059504470195,9.666424490376537
9,9.915743431984254,9.991108417890594,9.7498310087702,9.82519599467654
10,7.849270017841405,7.9246350037477455,7.877384315584072,7.952749301490412
11,8.118867793808288,8.194232779714628,8.165435429725898,8.240800415632236
12,9.465224970275699,9.540589956182039,9.40345353766288,9.47881852356922
14,8.12699486271135,8.202359848617691,8.130564170125046,8.205929156031386
16,9.105511829240113,9.180876815146453,8.962820067182859,9.0381850530892
17,7.79933974097266,7.874704726878999,7.883863553189329,7.959228539095669
18,8.615214545391492,8.690579531297832,8.648797286244939,8.724162272151279
19,8.465966307455044,8.541331293361385,8.529574009804554,8.604938995710894
21,9.423504414827562,9.498869400733902,9.442328500052481,9.517693485958821
22,9.473596603138462,9.548961589044804,9.534578431745084,9.609943417651424
23,8.150794230670524,8.226159216576864,8.230775346159055,8.306140332065395
25,9.123335036786482,9.198700022692822,9.213478839829596,9.288843825735935
26,8.314109317691281,8.389474303597622,8.398784927345297,8.474149913251637
27,10.178244866482457,10.253609852388797,10.19170804688782,10.26707303279416
28,10.056839870757553,10.132204856663892,10.122483246170138,10.197848232076478
30,9.37547189393024,9.45083687983658,9.317878576547347,9.393243562453687
31,9.582576848843468,9.657941834749806,9.522030348756688,9.597395334663027
33,6.593762166993336,6.669127152899674,6.4208083594371725,6.496173345343513
34,8.701230646880353,8.776595632786693,8.94262799521682,9.017992981123161
35,8.927236012456898,9.002600998363238,9.014764051234726,9.090129037141068
36,9.614767344741608,9.690132330647948,9.236706503452336,9.312071489358676
37,8.09781667278691,8.17318165869325,8.166534592921577,8.241899578827917
39,10.098297255570252,10.173662241476592,10.032560482595784,10.107925468502124
40,8.710707496711798,8.786072482618138,8.722179898757625,8.797544884663964
42,9.012825167267904,9.088190153174244,8.994355771612954,9.069720757519287
43,8.880153720808504,8.955518706714846,8.760048882795527,8.835413868701865
45,8.515327169479724,8.590692155386066,8.60963784953205,8.68500283543839
46,10.67567719707725,10.75104218298359,10.70237640363015,10.777741389536487
48,9.220627336260968,9.295992322167308,9.219870906806538,9.295235892712876
49,9.326975607828993,9.402340593735332,9.271781419955474,9.347146405861812
50,10.279282684246462,10.354647670152804,10.124229571278024,10.199594557184364
55,8.53507996699291,8.61044495289925,8.430818954682367,8.506183940588707
56,8.212832293435152,8.288197279341492,8.137111754623326,8.212476740529668
58,8.316490431440025,8.391855417346365,8.378970916644363,8.454335902550701
59,9.795213249809732,9.870578235716073,9.547791391575872,9.623156377482212
60,10.218130337031576,10.293495322937916,10.117380471179294,10.192745457085634
62,9.74100099486732,9.81636598077366,9.78099094411678,9.856355930023119
63,11.271971657195275,11.347336643101617,11.305815109903207,11.381180095809547
65,9.24388992290687,9.31925490881321,9.161585429036476,9.236950414942816
66,10.050465078989006,10.125830064895347,10.0187857506503,10.09415073655664
68,8.642408741820477,8.717773727726819,8.74745275256917,8.82281773847551
69,10.939198648246348,11.014563634152687,11.028562328917637,11.103927314823975
70,8.692886217963325,8.768251203869664,8.75884418654045,8.834209172446789
78,9.352692488257137,9.428057474163476,9.323278602494208,9.398643588400546
88,9.798360009738015,9.873724995644356,9.923903815049114,9.999268800955454
89,9.8198560482454,9.89522103415174,9.861346715287496,9.936711701193836
90,9.114833286987304,9.190198272893644,9.0579251546956,9.13329014060194
96,8.888609581158166,8.963974567064506,8.941452062532543,9.016817048438883
100,10.408775577263171,10.484140563169511,10.296018154753323,10.371383140659663
150,9.094362358536596,9.169727344442935,9.058347946275367,9.13371293218171
151,8.445451758951034,8.520816744857374,8.518331683088578,8.593696668994918
153,8.022246671383153,8.097611657289496,8.076044502001729,8.151409487908067
156,9.585799540305043,9.661164526211383,9.603391333100737,9.678756319007077
157,10.302987166413338,10.378352152319678,10.238309456678957,10.313674442585297
158,9.25085924503977,9.32622423094611,9.420252080898802,9.49561706680514
159,8.040236952697477,8.115601938603817,8.094548940205831,8.169913926112171
166,10.679453490053662,10.754818475960002,10.625574256488123,10.700939242394464
333,12.463279209204586,12.538644195110926,12.506970868528015,12.582335854434355
338,10.318099368348824,10.393464354255164,10.25782833689268,10.33319332279902
400,9.744952456437485,9.820317442343823,9.804012322891486,9.879377308797826
401,9.951734941810866,10.027099927717206,9.939464849477863,10.014829835384203
402,10.467784600826018,10.543149586732358,10.463527463661453,10.538892449567792
404,8.549776276096178,8.625141262002517,8.604620304975443,8.679985290881783
407,8.586005142804801,8.661370128711141,8.763339158181068,8.838704144087409
408,8.189484757843987,8.264849743750327,8.161068998643378,8.236433984549718
409,7.99695740058235,8.07232238648869,8.266160863341327,8.341525849247668
410,8.743652883054267,8.819017868960607,8.567916113272297,8.643281099178637
411,8.3835081755637,8.45887316147004,8.419808113899691,8.495173099806031
413,10.450377908235428,10.525742894141768,10.4205249451559,10.495889931062235
415,9.98865303023478,10.06401801614112,9.950747617653203,10.026112603559543
