code,size,size_cpi,size_ff,size_ffcpi
1,11.799184586757738,11.878790744915815,11.754233199318485,11.833839357476563
2,12.203577608011141,12.283183766169214,11.85723286211185,11.936839020269925
4,8.22281304083946,8.302419198997537,8.07999130853531,8.159597466693388
5,8.728572248445476,8.80817840660355,8.837771539573088,8.917377697731164
6,9.450276583608924,9.529882741767,9.20167954808143,9.281285706239506
7,8.571471553552607,8.651077711710682,7.803442909105906,7.883049067263981
8,9.54219698655502,9.621803144713098,9.697686049239977,9.777292207398052
9,9.997154514360618,10.076760672518693,9.966729417440737,10.046335575598814
10,8.051016189683565,8.130622347841639,8.069057916343787,8.148664074501864
11,8.099829671116021,8.179435829274098,7.764211314966206,7.843817473124282
12,9.601583178925882,9.681189337083962,9.612109592029707,9.691715750187782
14,8.341279263451257,8.420885421609334,8.225658389390714,8.30526454754879
16,8.881924917744588,8.961531075902663,8.946324848330347,9.025931006488424
17,8.247364462019044,8.326970620177121,8.075464601712087,8.155070759870165
18,8.994847959655496,9.074454117813572,8.434290424335861,8.513896582493937
19,8.71969083190664,8.799296990064716,8.542421346431821,8.622027504589896
20,8.30802480597376,8.387630964131839,8.277643870895334,8.357250029053409
21,9.536787483825805,9.616393641983883,9.69169533844975,9.771301496607824
22,9.087765980711172,9.167372138869249,8.899224384275398,8.978830542433474
23,8.391241171780829,8.470847329938906,8.183093215957161,8.262699374115236
25,9.279477929128992,9.359084087287068,9.492013377846558,9.571619536004633
26,8.357414241215036,8.437020399373111,8.176259886610579,8.255866044768657
27,10.212297009332325,10.291903167490405,10.138301000550873,10.217907158708947
28,9.655360446343193,9.73496660450127,9.628086028523935,9.707692186682014
30,9.268749450464512,9.348355608622589,9.098588941189048,9.178195099347123
31,9.691432841524207,9.771038999682283,9.747032991060491,9.826639149218565
32,8.336815060945396,8.416421219103473,8.359971901086132,8.439578059244209
34,8.985890077244568,9.065496235402644,8.94262799521682,9.022234153374898
35,8.676957703587085,8.756563861745162,8.654870062409657,8.734476220567732
36,9.157853563528734,9.237459721686813,9.12989537522858,9.209501533386655
37,8.242497025251726,8.322103183409803,8.411949931105957,8.491556089264032
38,7.466714988888285,7.5463211470463625,7.761973468558736,7.841579626716813
39,9.822092225610486,9.901698383768561,9.790704714467413,9.870310872625488
40,8.649937697776954,8.72954385593503,8.6041428263332,8.683748984491274
43,9.008803086355442,9.08840924451352,8.612674354783858,8.692280512941934
45,8.763788529619793,8.84339468777787,8.733329321603373,8.812935479761446
46,10.651796213683028,10.731402371841105,10.73638269385175,10.815988852009829
49,9.063057624814864,9.142663782972939,9.060438264005883,9.14004442216396
55,8.65249623024842,8.732102388406497,8.97514311576776,9.05474927392584
56,8.240378030289442,8.319984188447517,8.201127125804403,8.280733283962482
58,8.688971700084842,8.768577858242919,8.664188421679862,8.743794579837939
59,9.720745198219312,9.800351356377387,9.474221198190042,9.553827356348117
60,10.112844780099069,10.192450938257148,10.046091551569956,10.125697709728037
61,9.948660853257431,10.028267011415505,9.931538543844603,10.01114470200268
62,9.849455634698234,9.929061792856313,9.798551304641784,9.878157462799859
63,10.897899132894958,10.977505291053038,10.791493138949477,10.871099297107556
65,8.547003847376862,8.62661000553494,9.063271020754136,9.142877178912217
66,9.709005092996339,9.788611251154414,9.733619277341663,9.81322543549974
68,8.917351788868114,8.99695794702619,9.068751435212702,9.148357593370779
69,10.658357023782957,10.737963181941037,10.575913354557194,10.655519512715273
70,8.832227080079349,8.911833238237424,8.821937867195324,8.9015440253534
78,9.360302874764047,9.439909032922122,9.515049667232075,9.59465582539015
88,9.535850653160297,9.615456811318372,9.434067958308734,9.513674116466813
89,9.705411913500502,9.78501807165858,9.766036535639627,9.845642693797704
90,8.918973694363023,8.9985798525211,8.825731767993819,8.905337926151896
96,8.930699270756282,9.010305428914359,8.722644019093275,8.802250177251352
99,8.867439361801793,8.94704551995987,8.97194554140008,9.051551699558157
100,10.299053058211083,10.37865921636916,10.296018154753323,10.3756243129114
150,9.268436417990557,9.34804257614863,9.243441459899554,9.323047618057627
151,8.560558440640811,8.64016459879889,8.430448592656314,8.510054750814389
153,8.299382020159369,8.378988178317448,8.076044502001729,8.155650660159802
156,9.786718420955248,9.866324579113323,9.821828993619512,9.901435151777589
157,10.25575161291516,10.335357771073236,10.161102007960825,10.240708166118901
158,9.166630884532813,9.246237042690886,9.208837171736596,9.288443329894674
159,8.316222984438323,8.395829142596401,8.690622272081361,8.77022843023944
166,10.714320857167793,10.793927015325869,10.70925082908053,10.788856987238603
301,8.782256115838509,8.861862273996584,8.570727097657226,8.650333255815301
333,12.056421009145394,12.136027167303471,11.293373669072896,11.37297982723097
338,9.97618857897717,10.055794737135246,9.733016471265596,9.812622629423672
400,9.501845249688053,9.581451407846133,9.340136233182834,9.419742391340913
401,9.682313485513877,9.761919643671948,9.782120757127132,9.861726915285207
402,10.334156970262887,10.413763128420964,10.276198693345153,10.355804851503226
403,8.728196724404535,8.80780288256261,8.620319572252386,8.699925730410463
404,8.627653477511082,8.707259635669159,8.588912649053169,8.668518807211246
407,8.721865909546663,8.801472067704738,8.657397282985555,8.737003441143631
408,8.246639603992579,8.326245762150656,8.320558594826782,8.400164752984859
409,8.533070251195563,8.612676409353641,8.368287920015325,8.447894078173402
410,9.19867903714018,9.278285195298256,9.426601570137064,9.50620772829514
411,8.429812743419191,8.509418901577266,8.251465181896366,8.331071340054443
413,10.424083667816843,10.503689825974922,9.937722688133173,10.01732884629125
